,latitude,,longitude,distance,bearing
37°15′57″N,37.26587066,127°02′03″E,127.03419965,0.5514,32.124°
37°15′36″N,37.26010766,127°01′47″E,127.02973092,0.2019,210.463°
37°15′34″N,37.2595501,127°02′12″E,127.03662998,0.5605,114.901°
37°15′50″N,37.26387085,127°02′08″E,127.03557208,0.4815,59.47°
37°15′46″N,37.26274711,127°02′08″E,127.03567938,0.4408,74.257°
37°15′48″N,37.26328944,127°02′14″E,127.03717486,0.585,72.087°
37°15′54″N,37.2649938,127°01′40″E,127.02770754,0.4645,322.702°
37°15′49″N,37.26355801,127°01′46″E,127.02932225,0.2514,326.564°
37°15′56″N,37.26541809,127°01′55″E,127.03200601,0.4283,13.373°
37°15′46″N,37.26286648,127°01′35″E,127.02633544,0.4243,288.251°
37°15′24″N,37.25659313,127°01′54″E,127.03173923,0.5699,172.393°
37°15′37″N,37.26038646,127°01′40″E,127.02770291,0.3161,243.103°
37°15′48″N,37.26335412,127°01′35″E,127.02632778,0.4448,294.873°
37°15′31″N,37.25863992,127°02′01″E,127.03372706,0.4206,143.295°
37°15′30″N,37.25832629,127°02′01″E,127.03365971,0.4458,146.591°
37°15′30″N,37.25833979,127°01′49″E,127.03037007,0.3734,187.039°
37°15′27″N,37.25757105,127°02′03″E,127.03419836,0.5422,147.272°
37°15′46″N,37.26270155,127°02′03″E,127.03418317,0.3135,68.571°
37°15′30″N,37.25845583,127°01′40″E,127.0276783,0.4568,218.452°
37°15′59″N,37.26672601,127°01′43″E,127.02856788,0.5985,339.939°
37°15′56″N,37.26559331,127°01′46″E,127.02947189,0.4538,343.976°
37°15′36″N,37.25987795,127°01′45″E,127.02902871,0.2586,219.502°
37°15′55″N,37.26515149,127°02′08″E,127.03548252,0.5615,46.427°
37°15′42″N,37.2617689,127°01′58″E,127.03277405,0.1674,86.308°
37°15′32″N,37.25901236,127°01′56″E,127.03234428,0.3227,156.438°
37°15′44″N,37.26227149,127°01′48″E,127.03000662,0.1026,310.55°
37°15′46″N,37.26279764,127°01′42″E,127.02823775,0.2658,298.097°
37°15′25″N,37.25692134,127°01′50″E,127.03050239,0.5295,183.687°
37°15′50″N,37.26377593,127°02′06″E,127.03489172,0.4248,56.569°
37°15′29″N,37.25797413,127°01′57″E,127.03237724,0.4319,162.216°
37°15′41″N,37.26143981,127°02′10″E,127.03607615,0.4601,93.216°
37°15′36″N,37.25992421,127°01′36″E,127.02669746,0.4187,242.339°
37°15′34″N,37.25942868,127°01′52″E,127.03097461,0.2496,178.22°
37°15′27″N,37.25739612,127°01′42″E,127.02833936,0.5264,205.372°
37°15′45″N,37.2624746,127°01′41″E,127.02799238,0.2713,289.209°
37°15′43″N,37.26190771,127°01′30″E,127.02508241,0.5145,272.923°
37°15′53″N,37.26465165,127°01′55″E,127.03193375,0.3441,15.62°
37°15′32″N,37.25889604,127°02′09″E,127.03594557,0.5439,124.584°
37°15′39″N,37.26085485,127°02′04″E,127.03456144,0.3377,105.61°
37°15′29″N,37.25810488,127°02′07″E,127.03537976,0.5618,134.929°
37°15′47″N,37.26293065,127°01′46″E,127.02950757,0.1858,318.904°
37°15′39″N,37.26079553,127°01′40″E,127.02786067,0.2851,250.005°
37°15′50″N,37.2640099,127°01′57″E,127.03263728,0.3027,30.787°
37°15′41″N,37.26144576,127°01′34″E,127.02605578,0.4284,266.634°
37°15′51″N,37.26415604,127°01′45″E,127.0291787,0.315,331.308°
37°15′41″N,37.26127541,127°01′38″E,127.02730925,0.3198,262.072°
37°15′47″N,37.26295491,127°01′41″E,127.02793444,0.2978,298.633°
37°15′42″N,37.26178588,127°01′30″E,127.02491841,0.5285,271.375°
37°15′49″N,37.26354429,127°01′48″E,127.02995382,0.224,338.363°
37°15′48″N,37.26337058,127°01′46″E,127.02945231,0.2276,326.09°
37°15′25″N,37.25691233,127°01′52″E,127.03121784,0.5302,176.833°
37°15′37″N,37.26032654,127°01′39″E,127.02736272,0.346,244.375°
37°15′24″N,37.25680427,127°01′50″E,127.03063378,0.5419,182.371°
37°15′47″N,37.26316872,127°01′43″E,127.02861965,0.2608,309.674°
37°15′50″N,37.26385043,127°02′01″E,127.0334966,0.3348,43.632°
37°15′40″N,37.26105944,127°01′37″E,127.02692807,0.357,259°
37°15′53″N,37.26485568,127°01′38″E,127.02730971,0.475,318.196°
37°15′36″N,37.25995379,127°02′10″E,127.03623525,0.5106,111.98°
37°15′38″N,37.26064607,127°01′59″E,127.03317117,0.2322,119.437°
37°15′40″N,37.26109875,127°02′14″E,127.03729217,0.5706,96.414°
37°15′55″N,37.2651405,127°01′59″E,127.03308025,0.4319,26.713°
37°15′53″N,37.26464926,127°01′44″E,127.02892352,0.374,332.307°
37°15′52″N,37.26433174,127°02′12″E,127.03657268,0.5838,59.552°
37°15′56″N,37.26567128,127°02′04″E,127.03451537,0.5487,35.83°
37°15′54″N,37.26502961,127°02′07″E,127.035343,0.5432,46.565°
37°15′53″N,37.26484154,127°01′51″E,127.03090845,0.3525,0.309°
37°15′32″N,37.25902244,127°02′08″E,127.03557031,0.5087,125.405°
37°15′33″N,37.2592415,127°01′50″E,127.03043763,0.2732,188.371°
37°15′25″N,37.25707855,127°01′40″E,127.0277084,0.5833,208.845°
37°15′55″N,37.26540668,127°01′49″E,127.03014383,0.4206,351.001°
37°15′57″N,37.26586059,127°01′41″E,127.02797601,0.5324,331.054°
37°15′26″N,37.25728198,127°01′42″E,127.02824568,0.5414,205.589°
37°15′55″N,37.26514469,127°01′36″E,127.02668919,0.536,316.11°
37°15′54″N,37.26489712,127°02′04″E,127.03443967,0.4771,41.24°
37°15′46″N,37.26281926,127°01′58″E,127.03275812,0.2091,52.389°
37°15′32″N,37.25896276,127°01′48″E,127.0300755,0.3098,193.409°
37°15′48″N,37.26330887,127°01′33″E,127.02574971,0.4899,291.82°
37°15′59″N,37.2667597,127°01′48″E,127.03011356,0.57,353.102°
37°15′49″N,37.2636607,127°01′57″E,127.03237468,0.2574,30.768°
37°15′43″N,37.26198245,127°02′15″E,127.03754469,0.5904,86.645°
37°15′45″N,37.26246484,127°01′54″E,127.03174772,0.1165,40.827°
37°15′47″N,37.26303474,127°01′29″E,127.02483138,0.5571,285.79°
37°15′48″N,37.26346908,127°01′59″E,127.03299937,0.2737,43.091°
37°15′44″N,37.26211669,127°01′58″E,127.03279376,0.1759,73.667°
37°15′52″N,37.26455786,127°01′52″E,127.03111194,0.3216,3.55°
37°15′58″N,37.26607435,127°01′53″E,127.0314703,0.4924,6.019°
37°15′56″N,37.26569191,127°01′59″E,127.03346241,0.5019,27.015°
37°15′57″N,37.2659637,127°01′38″E,127.02716549,0.58,325.391°
37°15′54″N,37.26505868,127°01′55″E,127.0318564,0.3863,12.833°
37°15′24″N,37.25679209,127°01′50″E,127.03062499,0.5433,182.447°
37°15′34″N,37.25938553,127°01′47″E,127.02971919,0.2745,202.122°
37°15′35″N,37.25983599,127°01′59″E,127.03333602,0.2978,133.287°
37°15′43″N,37.26196823,127°02′15″E,127.03762405,0.5973,86.836°
37°15′32″N,37.2589464,127°01′41″E,127.02801723,0.3955,219.964°
37°15′46″N,37.26273625,127°01′39″E,127.02740309,0.3303,290.999°
37°15′24″N,37.2567281,127°01′48″E,127.03008272,0.5545,187.378°
37°15′50″N,37.26377143,127°01′44″E,127.0289494,0.2897,323.702°
37°15′44″N,37.26220675,127°01′47″E,127.02964098,0.1253,298.335°
37°15′43″N,37.26183256,127°01′53″E,127.03149378,0.0566,71.609°
37°15′29″N,37.25805196,127°02′01″E,127.03351196,0.4649,150.009°
37°15′30″N,37.25829185,127°01′34″E,127.02609899,0.5666,228.428°
37°15′51″N,37.2642718,127°01′55″E,127.03201439,0.3059,19.04°
37°15′35″N,37.25975059,127°01′54″E,127.03160999,0.2231,163.328°
37°15′36″N,37.26005778,127°01′30″E,127.0251059,0.5423,250.669°
37°15′37″N,37.26024316,127°02′04″E,127.0343625,0.3463,117.318°
37°15′39″N,37.26075802,127°01′51″E,127.03071012,0.1029,188.756°
37°15′47″N,37.26316273,127°01′56″E,127.03213878,0.1994,33.754°
37°15′57″N,37.26590527,127°01′44″E,127.02877715,0.5065,338.365°
37°15′28″N,37.25768346,127°01′42″E,127.0284231,0.4944,206.182°
37°15′36″N,37.26004076,127°01′56″E,127.03212032,0.2118,148.963°
37°15′48″N,37.26336341,127°01′31″E,127.02530457,0.5288,290.844°
37°15′28″N,37.25764865,127°01′59″E,127.03320645,0.4924,155.352°
37°15′42″N,37.26171715,127°02′09″E,127.03571889,0.4278,89.326°
37°15′45″N,37.2624625,127°02′05″E,127.03461021,0.3411,75.062°
37°15′52″N,37.26431578,127°02′09″E,127.03594856,0.5359,56.722°
37°15′45″N,37.26259905,127°02′09″E,127.03578401,0.4456,76.619°
37°15′38″N,37.26064857,127°01′29″E,127.02474416,0.5556,258.179°
37°15′50″N,37.26386374,127°02′10″E,127.0360398,0.5172,61.876°
37°15′59″N,37.26625285,127°02′01″E,127.03372559,0.5681,26.25°
37°15′37″N,37.26029262,127°01′44″E,127.02887022,0.2354,229.326°
37°15′38″N,37.26045566,127°01′37″E,127.02706209,0.3646,248.221°
37°15′54″N,37.26509107,127°02′05″E,127.03472663,0.51,41.788°
37°15′56″N,37.2656428,127°02′04″E,127.03437648,0.539,34.967°
37°15′44″N,37.26212391,127°01′49″E,127.03036403,0.0683,317.354°
37°15′30″N,37.25837452,127°01′37″E,127.02697329,0.5045,223.37°
37°15′47″N,37.26314955,127°01′46″E,127.02940396,0.2103,321.382°
37°15′36″N,37.25991335,127°01′34″E,127.02610066,0.4667,245.221°
37°15′47″N,37.26311937,127°01′36″E,127.02672912,0.4017,293.625°
37°15′26″N,37.2571023,127°01′43″E,127.0287106,0.5436,200.761°
37°15′25″N,37.25685324,127°01′59″E,127.03306063,0.5695,160.25°
37°15′32″N,37.25893964,127°01′48″E,127.02996861,0.3146,194.977°
37°15′26″N,37.25733197,127°01′43″E,127.0286027,0.5234,202.73°
37°15′48″N,37.2633477,127°01′30″E,127.02496053,0.5567,289.56°
37°15′41″N,37.26133288,127°01′56″E,127.03223732,0.1253,107.513°
37°15′54″N,37.26491864,127°01′40″E,127.02777742,0.4541,322.684°
37°15′34″N,37.25951821,127°02′05″E,127.03481915,0.4226,124.535°
37°15′35″N,37.25977192,127°02′03″E,127.03421808,0.3628,125.628°
37°15′44″N,37.26222221,127°01′34″E,127.02600482,0.4365,278.061°
37°15′46″N,37.2627076,127°02′03″E,127.03420552,0.3155,68.589°
37°15′41″N,37.26148143,127°01′47″E,127.02976892,0.1012,257.912°
37°15′59″N,37.26644091,127°01′56″E,127.03225115,0.544,12.825°
37°15′23″N,37.25632952,127°01′50″E,127.03065283,0.5946,181.998°
37°15′41″N,37.26132063,127°01′49″E,127.03030994,0.0643,232.582°
37°15′59″N,37.2667266,127°01′54″E,127.03170729,0.5669,7.359°
37°15′26″N,37.25710417,127°01′48″E,127.02988796,0.5157,189.875°
37°15′57″N,37.26594314,127°01′46″E,127.02934437,0.4943,343.964°
37°15′46″N,37.26265659,127°01′54″E,127.03167995,0.1301,32.658°
37°15′39″N,37.26081986,127°02′07″E,127.03539959,0.4106,103.346°
37°15′54″N,37.26511801,127°01′59″E,127.03316292,0.433,27.727°
37°15′54″N,37.26503704,127°01′47″E,127.02960279,0.3912,343.105°
37°15′39″N,37.26086453,127°01′39″E,127.02750933,0.3122,253.282°
37°15′27″N,37.25754578,127°02′05″E,127.03469381,0.5694,143.709°
37°15′43″N,37.26187371,127°02′01″E,127.03363759,0.2445,84.735°
37°15′42″N,37.26169327,127°01′27″E,127.02420036,0.5919,270.231°
37°15′48″N,37.26321301,127°01′33″E,127.02580699,0.4812,290.866°
37°15′53″N,37.2647742,127°01′41″E,127.0281646,0.4209,325.069°
37°15′47″N,37.26315294,127°02′11″E,127.0364534,0.5196,71.514°
37°15′30″N,37.25828755,127°02′08″E,127.03550124,0.5555,132.661°
37°15′41″N,37.26131245,127°02′15″E,127.03763607,0.5988,93.827°
37°15′48″N,37.26344419,127°01′42″E,127.02819457,0.3093,309.593°
37°15′44″N,37.26218744,127°01′54″E,127.03156783,0.0832,46.431°
37°15′52″N,37.26447244,127°01′33″E,127.02578284,0.5488,304.583°
37°15′45″N,37.26257486,127°02′14″E,127.037177,0.5658,79.774°
37°15′33″N,37.25927654,127°01′36″E,127.02652974,0.4688,235.367°
37°15′39″N,37.26074454,127°01′57″E,127.03262193,0.185,123.888°
37°15′56″N,37.26542929,127°01′56″E,127.03225648,0.4351,16.176°
37°15′59″N,37.26647849,127°01′50″E,127.03064361,0.535,357.692°
37°15′43″N,37.2618705,127°01′34″E,127.02599315,0.4338,272.919°
37°15′51″N,37.26411791,127°01′51″E,127.03091444,0.2721,0.512°
37°15′33″N,37.259264,127°01′33″E,127.02584166,0.5208,239.052°
37°15′51″N,37.26413095,127°01′51″E,127.03071617,0.2739,356.835°
37°15′29″N,37.25816973,127°01′37″E,127.02688617,0.5265,222.278°
37°15′46″N,37.26278394,127°01′39″E,127.02754678,0.3205,292.699°
37°15′49″N,37.26363161,127°01′51″E,127.03091936,0.218,0.753°
37°15′46″N,37.26278211,127°01′37″E,127.02689738,0.3741,289.272°
37°15′42″N,37.26158193,127°01′41″E,127.02797564,0.2579,267.775°
37°15′48″N,37.26341682,127°02′05″E,127.03482152,0.3987,60.872°
37°15′33″N,37.2592304,127°01′45″E,127.02926807,0.3071,207.822°
37°15′43″N,37.26190735,127°01′37″E,127.02704462,0.3411,274.402°
37°15′26″N,37.25721901,127°01′44″E,127.02896942,0.5236,198.919°
37°15′53″N,37.26472814,127°02′05″E,127.03465401,0.4762,44.449°
37°15′36″N,37.26008891,127°01′43″E,127.02854325,0.2721,229.68°
37°15′45″N,37.26237656,127°01′52″E,127.03118325,0.0826,18.502°
37°15′36″N,37.26004852,127°01′35″E,127.02637126,0.4386,245.692°
37°15′40″N,37.2611705,127°02′09″E,127.03574237,0.4334,97.393°
37°15′24″N,37.25660362,127°01′43″E,127.02870391,0.5959,198.923°
37°15′47″N,37.26302821,127°01′44″E,127.02895034,0.2284,311.345°
37°15′52″N,37.26443631,127°01′40″E,127.02775064,0.4143,317.92°
37°15′32″N,37.2589864,127°01′58″E,127.03271131,0.3396,151.602°
37°15′35″N,37.25975343,127°01′34″E,127.02611632,0.4732,243.194°
37°15′55″N,37.26524696,127°01′50″E,127.03045838,0.3994,354.549°
37°15′37″N,37.2602464,127°01′46″E,127.02953375,0.1987,217.071°
37°15′49″N,37.26352073,127°01′33″E,127.02572151,0.5014,294.215°
37°15′44″N,37.26217086,127°01′41″E,127.02799585,0.2619,282.233°
37°15′33″N,37.25911177,127°01′33″E,127.02588589,0.5264,237.252°
37°15′27″N,37.25758221,127°01′37″E,127.02685196,0.5784,218.142°
37°15′38″N,37.26048436,127°01′28″E,127.02445675,0.5844,256.937°
37°15′51″N,37.26402813,127°01′35″E,127.02639337,0.4763,303.379°
37°15′37″N,37.26028002,127°01′56″E,127.03224298,0.1959,142.213°
37°15′54″N,37.26501757,127°02′08″E,127.0356634,0.5632,48.647°
37°15′47″N,37.26294146,127°01′30″E,127.02491032,0.5476,284.945°
37°15′47″N,37.26312972,127°02′13″E,127.03681756,0.5495,72.835°
37°15′25″N,37.25701802,127°01′50″E,127.03043061,0.5192,184.463°
37°15′57″N,37.26587391,127°01′55″E,127.03184694,0.475,10.304°
37°15′39″N,37.26072946,127°02′14″E,127.03715852,0.565,100.692°
37°15′44″N,37.2621213,127°01′39″E,127.02742339,0.3107,279.258°
37°15′49″N,37.26367498,127°01′34″E,127.02608748,0.4797,297.673°
37°15′29″N,37.25817264,127°01′36″E,127.0267079,0.537,223.547°
37°15′33″N,37.2591799,127°02′07″E,127.03529448,0.4786,125.39°
37°15′35″N,37.25970496,127°01′33″E,127.02589211,0.4933,243.675°
37°15′34″N,37.25932034,127°01′59″E,127.03310866,0.3273,143.06°
37°15′30″N,37.25830142,127°01′41″E,127.02809953,0.4488,213.354°
37°15′46″N,37.26265788,127°01′37″E,127.02703501,0.3582,287.828°
37°15′38″N,37.26060128,127°01′56″E,127.03220396,0.1667,135.61°
37°15′48″N,37.26320917,127°01′58″E,127.03265854,0.232,42.527°
37°15′40″N,37.26120676,127°01′59″E,127.03329392,0.2193,103.65°
37°15′29″N,37.25792858,127°01′34″E,127.02609283,0.5945,225.549°
37°15′34″N,37.25941293,127°01′58″E,127.03276023,0.3011,146.576°
37°15′57″N,37.26588925,127°01′42″E,127.02832463,0.521,334.194°
37°15′30″N,37.25836402,127°01′35″E,127.02631959,0.5467,227.7°
37°15′50″N,37.26390176,127°02′13″E,127.03703589,0.5981,65.502°
37°15′42″N,37.26165445,127°01′45″E,127.02922481,0.1472,269.241°
37°15′43″N,37.26194718,127°02′11″E,127.03643335,0.4919,86.431°
37°15′30″N,37.2584127,127°01′55″E,127.03201696,0.3761,164.574°
37°15′58″N,37.26597712,127°01′57″E,127.0325539,0.5011,17.126°
37°15′42″N,37.26153858,127°01′28″E,127.0243224,0.5813,268.539°
37°15′35″N,37.25966341,127°02′04″E,127.03452229,0.3918,124.768°
37°15′53″N,37.26474536,127°01′41″E,127.02792093,0.431,322.474°
37°15′35″N,37.25967823,127°01′31″E,127.02529033,0.5428,245.888°
37°15′37″N,37.26016448,127°01′37″E,127.02683822,0.3957,244.93°
37°15′54″N,37.26501562,127°01′41″E,127.02807147,0.4477,326.172°
37°15′39″N,37.2608265,127°01′29″E,127.02485421,0.5423,260.015°
37°15′54″N,37.26500234,127°01′46″E,127.0295203,0.3897,341.913°
37°15′43″N,37.2619181,127°02′08″E,127.0355723,0.4157,86.223°
37°15′48″N,37.26343373,127°01′59″E,127.03302133,0.2722,43.955°
37°15′44″N,37.26228028,127°02′08″E,127.03561021,0.4235,80.807°
37°15′25″N,37.25702215,127°02′03″E,127.03408121,0.5894,151.332°
37°15′56″N,37.26569247,127°01′44″E,127.02893653,0.4794,338.889°
37°15′24″N,37.25666567,127°01′49″E,127.03025659,0.5596,185.723°
37°15′36″N,37.26010667,127°01′48″E,127.02999763,0.1911,204.333°
37°15′51″N,37.26412345,127°01′39″E,127.02736912,0.4139,311.206°
37°15′57″N,37.26572104,127°01′59″E,127.03315502,0.4931,24.026°
37°15′30″N,37.25827117,127°01′32″E,127.0256907,0.5956,230.571°
37°15′44″N,37.262126,127°02′11″E,127.03637044,0.488,84.059°
37°15′35″N,37.25974404,127°01′52″E,127.03108562,0.2152,175.313°
37°15′51″N,37.2642625,127°01′55″E,127.03203639,0.3056,19.449°
37°15′48″N,37.26324803,127°01′42″E,127.02833781,0.2857,307.842°
37°15′31″N,37.25871778,127°02′01″E,127.03362943,0.4085,143.541°
37°15′45″N,37.26252381,127°01′51″E,127.03070692,0.0961,350.449°
37°15′43″N,37.26196773,127°01′51″E,127.03091209,0.033,3.863°
37°15′41″N,37.26131719,127°01′58″E,127.03287495,0.1803,102.639°
37°15′43″N,37.26197503,127°01′28″E,127.02434406,0.5802,273.332°
37°15′45″N,37.26241602,127°01′44″E,127.02886004,0.1976,294.76°
37°15′53″N,37.26468442,127°01′40″E,127.02782529,0.431,321.032°
37°15′53″N,37.26470878,127°01′58″E,127.03288037,0.3811,27.582°
37°15′32″N,37.25902766,127°02′11″E,127.03641788,0.5712,120.992°
37°15′27″N,37.25760563,127°01′44″E,127.02888202,0.4859,201.427°
37°15′45″N,37.262535,127°01′45″E,127.02924123,0.1745,303.38°
37°15′50″N,37.26383581,127°01′53″E,127.03143041,0.2454,11.303°
37°15′51″N,37.26403732,127°01′53″E,127.03132587,0.2659,8.4°
37°15′44″N,37.26225382,127°02′08″E,127.0355879,0.4211,81.159°
37°15′42″N,37.26178575,127°01′40″E,127.02791148,0.2637,272.751°
37°15′42″N,37.26157187,127°01′59″E,127.03316871,0.2023,93.155°
37°15′43″N,37.26189914,127°01′38″E,127.02733719,0.3153,274.598°
37°15′57″N,37.26586307,127°01′47″E,127.02963643,0.4791,346.642°
37°15′53″N,37.26468136,127°02′05″E,127.03479307,0.4812,45.929°
37°15′37″N,37.2602332,127°01′45″E,127.02903681,0.229,225.665°
37°15′38″N,37.26051866,127°01′43″E,127.02867107,0.2344,236.818°
37°15′36″N,37.26010958,127°01′59″E,127.03328499,0.2743,129.305°
37°15′47″N,37.26316165,127°02′05″E,127.0347846,0.3827,64.347°
37°15′45″N,37.26259164,127°01′56″E,127.03214948,0.1515,47.533°
37°15′27″N,37.25761707,127°01′41″E,127.02813195,0.5127,208.404°
37°15′34″N,37.25947034,127°01′56″E,127.03222675,0.2721,154.158°
37°15′28″N,37.25768317,127°01′36″E,127.02675832,0.5748,219.483°
37°15′27″N,37.25754887,127°01′43″E,127.02848355,0.5056,204.889°
37°15′27″N,37.25746073,127°01′40″E,127.02783592,0.5407,209.97°
37°15′43″N,37.26204494,127°02′06″E,127.03498917,0.3655,83.482°
37°15′34″N,37.25952252,127°01′50″E,127.03066503,0.2399,184.698°
37°15′32″N,37.25881571,127°02′01″E,127.03368968,0.4031,142.011°
37°15′41″N,37.26126517,127°01′37″E,127.02686757,0.3587,262.754°
37°15′56″N,37.26557322,127°01′35″E,127.02639995,0.5883,317.531°
37°15′39″N,37.26084616,127°01′42″E,127.02822287,0.2531,248.721°
37°15′38″N,37.26043124,127°02′05″E,127.03482476,0.3749,111.598°
37°15′31″N,37.25854109,127°01′56″E,127.03215358,0.3658,162.153°
37°15′59″N,37.26636073,127°01′59″E,127.03334662,0.5651,22.659°
37°15′57″N,37.26577029,127°01′59″E,127.03317086,0.4987,23.917°
37°15′34″N,37.25957323,127°01′37″E,127.02697267,0.4178,236.034°
37°15′30″N,37.25839231,127°01′33″E,127.02574715,0.5832,231.281°
37°15′55″N,37.26514843,127°01′56″E,127.03223848,0.4048,17.191°
37°15′46″N,37.26289727,127°01′48″E,127.03005752,0.1548,331.685°
37°15′38″N,37.26068746,127°01′31″E,127.0253362,0.5034,257.438°
37°15′25″N,37.25681192,127°01′46″E,127.02953897,0.5536,192.449°
37°15′49″N,37.26363775,127°01′30″E,127.02500693,0.5646,292.787°
37°15′34″N,37.25947945,127°01′44″E,127.02894345,0.2985,215.204°
37°15′34″N,37.25939202,127°01′39″E,127.02755044,0.3893,229.352°
37°15′45″N,37.26248749,127°02′10″E,127.03609951,0.4703,78.877°
37°15′49″N,37.26363275,127°01′59″E,127.03341253,0.3123,45.71°
37°15′55″N,37.26519047,127°01′47″E,127.02963893,0.4066,344.236°
37°15′38″N,37.26064299,127°01′45″E,127.02929808,0.1813,230.865°
37°15′50″N,37.26389402,127°01′54″E,127.03166766,0.2566,15.621°
37°15′38″N,37.2605997,127°01′43″E,127.02865583,0.2307,238.875°
37°15′25″N,37.25703358,127°01′44″E,127.02880163,0.5479,199.689°
37°15′44″N,37.26211241,127°02′10″E,127.03600536,0.4557,83.828°
37°15′48″N,37.26337164,127°02′10″E,127.03602366,0.4924,67.423°
37°15′28″N,37.257849,127°01′44″E,127.02878695,0.4641,203.616°
37°16′01″N,37.26691293,127°01′54″E,127.03160663,0.5864,6.236°
37°15′29″N,37.25808761,127°01′34″E,127.02613084,0.5798,226.564°
37°15′46″N,37.26277408,127°01′52″E,127.03109301,0.1239,8.462°
37°15′30″N,37.25821912,127°02′10″E,127.03606692,0.5981,129.946°
37°15′38″N,37.260645,127°02′05″E,127.0347509,0.3606,108.466°
37°15′34″N,37.25936088,127°01′36″E,127.02656455,0.461,236.108°
37°15′46″N,37.26280803,127°02′06″E,127.0348787,0.3753,70.322°
37°15′56″N,37.26561774,127°01′51″E,127.03072177,0.4391,358.091°
37°15′46″N,37.26286108,127°01′29″E,127.02475638,0.5586,283.698°
37°15′57″N,37.265717,127°01′51″E,127.03080455,0.45,359.071°
37°15′53″N,37.26471845,127°02′02″E,127.03393849,0.4333,38.56°
37°15′34″N,37.25949214,127°01′41″E,127.02818243,0.3407,224.64°
37°15′55″N,37.26516928,127°01′44″E,127.02881047,0.4302,334.708°
37°15′30″N,37.2584276,127°01′39″E,127.02745864,0.4715,220.066°
37°15′49″N,37.26363641,127°01′36″E,127.02663511,0.4352,300.137°
37°15′49″N,37.26351081,127°01′58″E,127.0327577,0.2632,38.996°
37°15′45″N,37.26252919,127°02′14″E,127.03735765,0.5807,80.548°
37°15′38″N,37.26059064,127°01′29″E,127.02464136,0.5658,257.729°
37°15′35″N,37.25976747,127°01′46″E,127.0293289,0.2528,213.069°
37°15′44″N,37.26226972,127°01′31″E,127.02535486,0.4942,277.733°
37°15′57″N,37.26590159,127°02′04″E,127.03450293,0.569,34.23°
37°15′34″N,37.25935202,127°02′04″E,127.03440287,0.4043,129.66°
37°15′39″N,37.26084861,127°01′38″E,127.02721818,0.3374,254.253°
37°15′52″N,37.26455368,127°01′53″E,127.03147404,0.3247,9.209°
37°15′25″N,37.25701056,127°01′43″E,127.02857084,0.5575,201.578°
37°15′57″N,37.26575998,127°01′44″E,127.02887214,0.4884,338.583°
37°15′57″N,37.2657387,127°01′59″E,127.03329875,0.5002,25.266°
37°15′41″N,37.26129089,127°01′34″E,127.02611593,0.4245,264.27°
37°15′37″N,37.26038357,127°02′07″E,127.03532798,0.4184,110.027°
37°15′30″N,37.2582526,127°01′51″E,127.03096844,0.3804,178.914°
37°15′46″N,37.26267699,127°01′28″E,127.02454104,0.5728,281.256°
37°15′51″N,37.26422872,127°01′42″E,127.02827699,0.3664,320.909°
37°15′53″N,37.26460565,127°02′07″E,127.0353909,0.5152,50.701°
37°15′33″N,37.2590997,127°02′03″E,127.03416627,0.4076,134.583°
37°15′26″N,37.25727751,127°01′47″E,127.029706,0.4998,192.074°
37°15′29″N,37.25811648,127°01′43″E,127.02873883,0.4388,205.682°
37°15′52″N,37.26435583,127°02′05″E,127.03477071,0.4553,49.031°
37°15′53″N,37.26468338,127°01′47″E,127.02962637,0.353,341.574°
37°15′29″N,37.25808136,127°02′02″E,127.0337917,0.475,147.224°
37°15′35″N,37.25964737,127°01′33″E,127.02585449,0.4992,243.186°
37°15′50″N,37.26386706,127°02′05″E,127.03469664,0.4163,54.095°
37°15′35″N,37.25984493,127°01′47″E,127.02973877,0.2272,206.574°
37°15′54″N,37.26497473,127°01′41″E,127.02796678,0.4492,324.867°
37°15′57″N,37.2657549,127°01′37″E,127.0268357,0.5787,321.703°
37°15′39″N,37.26086749,127°01′44″E,127.02877639,0.2072,244.409°
37°15′48″N,37.26335931,127°01′44″E,127.02875868,0.2659,314.889°
37°15′45″N,37.26243279,127°02′03″E,127.03424821,0.3093,74.123°
37°15′51″N,37.26403304,127°01′37″E,127.02702401,0.4312,307.524°
37°16′01″N,37.26684127,127°01′45″E,127.02904126,0.5977,344.137°
37°15′41″N,37.26137333,127°02′09″E,127.03588232,0.4434,94.295°
37°15′39″N,37.26077639,127°01′45″E,127.02928129,0.1736,234.977°
37°15′42″N,37.26158589,127°01′59″E,127.03323392,0.208,92.639°
37°15′44″N,37.26211174,127°01′47″E,127.02984704,0.1042,297.982°
37°15′45″N,37.26245919,127°02′12″E,127.03671139,0.523,80.36°
37°15′47″N,37.2630083,127°01′35″E,127.0263649,0.427,290.371°
37°15′32″N,37.25889468,127°01′53″E,127.03130132,0.3111,173.229°
37°15′42″N,37.26164951,127°01′56″E,127.03220704,0.1169,91.226°
37°15′47″N,37.26293625,127°01′59″E,127.03321451,0.2494,55.686°
37°15′46″N,37.26290788,127°02′03″E,127.03417119,0.3216,64.693°
37°15′45″N,37.26244272,127°01′43″E,127.02873506,0.2089,294.229°
37°15′26″N,37.25711747,127°01′44″E,127.02886864,0.5372,199.429°
37°15′44″N,37.26234212,127°01′55″E,127.03195833,0.1206,51.835°
37°15′31″N,37.25849477,127°01′45″E,127.02913775,0.3858,203.663°
37°15′25″N,37.25702693,127°01′57″E,127.03260865,0.5387,163.564°
