,latitude,,longitude,distance,bearing
37°15′31″N,37.2586331,127°02′06″E,127.03499618,0.4966,132.897°
37°15′48″N,37.26321455,127°02′07″E,127.03538779,0.4338,66.7°
37°15′42″N,37.2617012,127°01′56″E,127.03224175,0.12,88.449°
37°15′54″N,37.26496606,127°01′41″E,127.02799605,0.4469,325.068°
37°15′40″N,37.26123084,127°01′45″E,127.0292204,0.1555,251.604°
37°15′55″N,37.26527731,127°01′44″E,127.02884637,0.4398,335.751°
37°15′54″N,37.26487073,127°02′07″E,127.03521753,0.523,47.134°
37°15′33″N,37.25922987,127°01′32″E,127.02559046,0.5419,239.917°
37°15′50″N,37.26391634,127°02′08″E,127.03557433,0.4842,58.967°
37°15′44″N,37.26225592,127°01′32″E,127.02561595,0.4711,277.926°
37°15′34″N,37.25935111,127°01′56″E,127.03216,0.2817,156.416°
37°15′48″N,37.26338247,127°01′50″E,127.0305316,0.1928,350.61°
37°15′23″N,37.25631947,127°01′49″E,127.03040673,0.5969,184.085°
37°15′41″N,37.26127026,127°01′59″E,127.03299711,0.1921,103.453°
37°15′50″N,37.26390232,127°01′40″E,127.02791208,0.3618,313.29°
37°15′52″N,37.26431595,127°01′57″E,127.03245006,0.325,25.197°
37°15′58″N,37.26604349,127°01′38″E,127.02712335,0.5894,325.582°
37°15′41″N,37.26134902,127°01′45″E,127.02921721,0.1521,256.341°
37°15′43″N,37.26192338,127°02′07″E,127.03530336,0.3919,85.908°
37°15′52″N,37.26433479,127°01′51″E,127.03072533,0.2965,357.234°
37°15′40″N,37.26123743,127°01′35″E,127.02652275,0.3893,262.87°
37°15′37″N,37.26019591,127°01′30″E,127.02510851,0.5372,252.207°
37°15′25″N,37.25688608,127°01′59″E,127.03301429,0.5646,160.517°
37°15′42″N,37.26167008,127°01′33″E,127.02594746,0.4373,269.973°
37°15′41″N,37.26137612,127°02′06″E,127.03488403,0.3554,95.313°
37°15′57″N,37.26575141,127°01′48″E,127.03004184,0.4599,350.637°
37°15′31″N,37.25850598,127°01′59″E,127.03314746,0.405,150.392°
37°15′37″N,37.26032818,127°01′56″E,127.03208861,0.1835,144.562°
37°15′38″N,37.26051621,127°01′39″E,127.02737688,0.3363,247.525°
37°15′24″N,37.25658856,127°01′45″E,127.02913206,0.5864,195.364°
37°15′47″N,37.26316496,127°01′50″E,127.03058068,0.1683,350.726°
37°15′27″N,37.2576223,127°01′41″E,127.02800906,0.5175,209.494°
37°15′46″N,37.26280812,127°02′13″E,127.03692523,0.5492,76.697°
37°15′34″N,37.2593844,127°01′57″E,127.03257508,0.2951,149.573°
37°15′40″N,37.26124879,127°01′59″E,127.03304005,0.1963,103.872°
37°15′31″N,37.25869668,127°01′57″E,127.03252556,0.3613,156.331°
37°15′49″N,37.26359506,127°01′55″E,127.03204888,0.2373,25.68°
37°15′27″N,37.25755651,127°01′53″E,127.03130252,0.4592,175.406°
37°15′53″N,37.2648132,127°01′36″E,127.02672348,0.5078,313.471°
37°15′33″N,37.25916998,127°02′02″E,127.03385677,0.3828,136.628°
37°15′32″N,37.25880524,127°01′58″E,127.03290468,0.3655,150.743°
37°15′42″N,37.26153158,127°01′42″E,127.02837543,0.2229,265.982°
37°15′48″N,37.26346222,127°01′41″E,127.0280318,0.3218,308.233°
37°15′46″N,37.26287211,127°01′37″E,127.02700521,0.3686,291.23°
37°15′23″N,37.25638954,127°01′50″E,127.03066526,0.5879,181.914°
37°15′52″N,37.26440857,127°02′05″E,127.03470213,0.4546,47.971°
37°15′47″N,37.26311485,127°02′04″E,127.03451635,0.3591,63.456°
37°15′57″N,37.26596417,127°01′49″E,127.03041559,0.4792,355.005°
37°15′28″N,37.25769952,127°02′02″E,127.0338909,0.5157,148.958°
37°15′53″N,37.26473869,127°02′05″E,127.03482066,0.4874,45.59°
37°15′48″N,37.26325819,127°01′59″E,127.03312449,0.2652,48.306°
37°15′58″N,37.26620925,127°01′41″E,127.02792522,0.5687,332.549°
37°15′36″N,37.25996875,127°02′01″E,127.03360666,0.3064,128.198°
37°15′39″N,37.26096448,127°01′31″E,127.025312,0.4998,260.942°
37°15′32″N,37.25901907,127°01′34″E,127.02624653,0.5058,234.311°
37°16′01″N,37.26684587,127°01′48″E,127.03003749,0.5804,352.555°
37°15′35″N,37.25960001,127°01′36″E,127.02667282,0.4385,238.295°
37°15′41″N,37.26141905,127°02′14″E,127.03731996,0.5702,92.826°
37°15′50″N,37.26398476,127°01′39″E,127.02752968,0.3931,310.879°
37°15′33″N,37.25910084,127°02′03″E,127.03419322,0.4092,134.336°
37°15′33″N,37.25912967,127°01′41″E,127.02818217,0.3705,220.258°
37°15′48″N,37.26330985,127°01′56″E,127.03227932,0.2199,34.08°
37°15′47″N,37.26298026,127°01′35″E,127.02630695,0.4308,289.745°
37°15′49″N,37.26363084,127°01′58″E,127.03285611,0.279,38.661°
37°15′35″N,37.25977806,127°01′42″E,127.02847105,0.3002,225.434°
37°15′41″N,37.26145435,127°02′08″E,127.03542871,0.4028,93.444°
37°15′29″N,37.25801485,127°01′44″E,127.02899817,0.4398,202.346°
37°15′32″N,37.2588946,127°02′09″E,127.03572437,0.528,125.805°
37°15′41″N,37.2614098,127°01′32″E,127.02559585,0.4693,266.439°
37°15′29″N,37.25806318,127°02′01″E,127.03363271,0.4693,148.802°
37°15′47″N,37.26299021,127°01′55″E,127.03199377,0.1763,33.751°
37°15′32″N,37.25881313,127°01′40″E,127.0277898,0.4199,220.77°
37°15′26″N,37.25727415,127°01′39″E,127.02739997,0.5784,212.256°
37°15′48″N,37.2632914,127°02′11″E,127.03630639,0.5124,69.419°
37°15′59″N,37.26680182,127°01′57″E,127.03252271,0.5887,14.239°
37°15′27″N,37.25762375,127°01′44″E,127.02902768,0.4794,200.08°
37°15′55″N,37.26518157,127°01′51″E,127.03092198,0.3904,0.454°
37°15′49″N,37.26359277,127°01′46″E,127.02933877,0.2538,327.32°
37°15′30″N,37.25829367,127°01′36″E,127.02654028,0.5378,225.682°
37°15′53″N,37.26481801,127°01′45″E,127.02918274,0.3811,336.678°
37°15′40″N,37.26110068,127°01′42″E,127.02838044,0.2308,254.02°
37°15′28″N,37.25777057,127°01′59″E,127.03331716,0.4843,153.629°
37°15′52″N,37.26450754,127°01′33″E,127.02574374,0.5539,304.713°
37°15′45″N,37.26254532,127°01′40″E,127.02782901,0.2876,289.741°
37°15′57″N,37.26583931,127°02′02″E,127.03383969,0.5321,29.417°
37°15′39″N,37.26078493,127°01′34″E,127.02598138,0.4453,257.201°
37°15′56″N,37.26558725,127°01′39″E,127.02744979,0.5312,325.06°
37°15′30″N,37.25831576,127°01′51″E,127.03084122,0.3733,180.622°
37°15′46″N,37.26290299,127°01′59″E,127.03343737,0.264,58.764°
37°15′43″N,37.26195042,127°02′03″E,127.03413969,0.2896,83.86°
37°15′30″N,37.25836908,127°01′36″E,127.02667111,0.5237,225.453°
37°15′32″N,37.25881653,127°01′40″E,127.02764218,0.4282,222.128°
37°15′53″N,37.26476543,127°01′48″E,127.02997247,0.3535,346.76°
37°15′36″N,37.25994319,127°01′47″E,127.02983594,0.2136,205.821°
37°15′34″N,37.25942469,127°01′56″E,127.03230505,0.2797,153.333°
37°15′45″N,37.26258544,127°01′33″E,127.02596412,0.4475,283.125°
37°15′42″N,37.26158063,127°01′49″E,127.03034607,0.049,258.018°
37°15′50″N,37.26377912,127°02′13″E,127.03698056,0.5881,66.514°
37°15′31″N,37.25865578,127°01′41″E,127.02802954,0.4202,217.017°
37°15′39″N,37.26074361,127°01′53″E,127.03146123,0.1151,153.79°
37°15′46″N,37.26281907,127°02′04″E,127.03455673,0.349,68.557°
37°15′34″N,37.25942206,127°01′41″E,127.0280826,0.3525,224.771°
37°15′26″N,37.25710195,127°01′59″E,127.03313622,0.5459,158.608°
37°15′50″N,37.26377283,127°02′01″E,127.03353501,0.331,45.09°
37°15′36″N,37.25995323,127°01′43″E,127.02871922,0.2709,225.109°
37°15′49″N,37.26359518,127°01′41″E,127.02817715,0.3214,311.725°
37°15′41″N,37.26149459,127°01′41″E,127.02811069,0.2466,265.41°
37°15′47″N,37.26312585,127°01′28″E,127.02443628,0.5935,285.813°
37°15′27″N,37.25745091,127°01′44″E,127.02879092,0.5048,201.566°
37°15′43″N,37.26181735,127°01′28″E,127.02452153,0.5637,271.645°
37°15′41″N,37.26133102,127°02′01″E,127.03372943,0.2545,98.571°
37°15′39″N,37.26089166,127°01′41″E,127.02793955,0.275,251.601°
37°15′28″N,37.25778751,127°01′39″E,127.02742443,0.5297,215.355°
37°15′44″N,37.26220612,127°02′10″E,127.03607224,0.4628,82.624°
37°15′50″N,37.26399468,127°02′11″E,127.03629598,0.5441,61.649°
37°15′29″N,37.25811565,127°01′39″E,127.02759769,0.4912,216.359°
37°15′39″N,37.26081398,127°01′53″E,127.03130255,0.1023,158.92°
37°15′45″N,37.26244522,127°01′29″E,127.02475191,0.5499,279°
37°15′31″N,37.25849492,127°02′03″E,127.03411359,0.4544,141.05°
37°15′43″N,37.26183216,127°01′35″E,127.02651865,0.3871,272.639°
37°15′49″N,37.26359478,127°01′48″E,127.03009055,0.2252,341.755°
37°15′28″N,37.25772351,127°02′08″E,127.03546876,0.5978,137.275°
37°15′50″N,37.26380551,127°02′08″E,127.03555252,0.4763,60.118°
37°15′51″N,37.26411455,127°02′01″E,127.03347469,0.3554,40.135°
37°15′36″N,37.26008256,127°02′08″E,127.03550056,0.445,113.405°
37°15′39″N,37.26094556,127°01′28″E,127.0244155,0.5785,261.974°
37°15′35″N,37.25967781,127°01′34″E,127.0260623,0.4813,242.557°
37°15′40″N,37.26111786,127°01′44″E,127.02895941,0.1814,250.141°
37°15′42″N,37.26161395,127°02′01″E,127.03362604,0.2426,91.525°
37°15′30″N,37.25842708,127°01′38″E,127.02711399,0.4918,222.783°
37°15′52″N,37.26437398,127°02′07″E,127.03525257,0.4895,52.127°
37°15′47″N,37.26304774,127°01′38″E,127.02709137,0.3692,294.487°
37°15′37″N,37.26022878,127°01′48″E,127.03006367,0.1763,204.42°
37°15′31″N,37.258497,127°01′46″E,127.02930812,0.3798,201.593°
37°15′57″N,37.2657007,127°02′03″E,127.03422731,0.5369,33.418°
37°15′34″N,37.25937198,127°01′34″E,127.0261129,0.494,238.814°
37°15′32″N,37.25887982,127°02′08″E,127.0354676,0.5108,127.447°
37°15′31″N,37.25869446,127°01′46″E,127.0295404,0.352,199.797°
37°15′30″N,37.25842285,127°02′04″E,127.03440876,0.4773,139.215°
37°15′48″N,37.26329855,127°01′37″E,127.026895,0.397,297.112°
37°15′45″N,37.26244289,127°02′02″E,127.03385461,0.2763,71.923°
37°15′39″N,37.26070938,127°01′40″E,127.02774501,0.298,248.947°
37°15′35″N,37.25972939,127°01′29″E,127.02464786,0.5931,248.636°
37°15′46″N,37.26289993,127°01′38″E,127.02720997,0.353,292.764°
37°15′49″N,37.26354529,127°02′03″E,127.03415494,0.3565,54.235°
37°15′35″N,37.25979528,127°01′50″E,127.03043594,0.2125,190.829°
37°15′43″N,37.26199349,127°01′51″E,127.03075346,0.0377,341.707°
37°15′41″N,37.26139826,127°01′55″E,127.03194583,0.0986,107.995°
37°15′55″N,37.2652081,127°02′08″E,127.03545117,0.5638,45.769°
37°15′59″N,37.26627092,127°01′45″E,127.02914841,0.5342,343.256°
37°15′40″N,37.26115921,127°01′54″E,127.03163616,0.0875,130.696°
37°15′56″N,37.26550553,127°01′46″E,127.02954757,0.4426,344.461°
37°15′41″N,37.26143676,127°01′55″E,127.03181556,0.0863,107.657°
37°15′37″N,37.26014651,127°02′13″E,127.03680972,0.5511,107.931°
37°15′36″N,37.25988413,127°01′39″E,127.02736615,0.3697,237.462°
37°15′38″N,37.26050585,127°01′52″E,127.03112001,0.1313,170.964°
37°15′43″N,37.26182647,127°01′59″E,127.03294344,0.1828,84.608°
37°15′30″N,37.25827898,127°01′33″E,127.02593432,0.5785,229.28°
37°15′55″N,37.26518104,127°01′48″E,127.0298982,0.4,347.36°
37°15′31″N,37.25856089,127°01′59″E,127.03318013,0.4012,149.602°
37°15′41″N,37.26125583,127°01′49″E,127.03039269,0.0637,223.39°
37°15′51″N,37.26425481,127°02′01″E,127.03370764,0.3806,40.995°
37°16′01″N,37.26692777,127°01′50″E,127.0305892,0.5852,357.418°
37°15′27″N,37.25741952,127°01′38″E,127.02734457,0.5675,213.546°
37°15′32″N,37.2588785,127°01′55″E,127.03204083,0.3271,161.802°
37°15′54″N,37.26486615,127°01′48″E,127.03003708,0.3632,348.043°
37°15′33″N,37.25921335,127°01′56″E,127.03217193,0.2962,157.415°
37°15′55″N,37.26540989,127°01′56″E,127.03230246,0.4342,16.771°
37°15′35″N,37.25972693,127°01′42″E,127.02831647,0.314,226.447°
37°15′49″N,37.26348421,127°02′13″E,127.03692819,0.5715,69.346°
37°15′53″N,37.26469744,127°01′43″E,127.028498,0.3974,327.854°
37°15′29″N,37.25803072,127°01′43″E,127.02863965,0.4512,206.162°
37°15′39″N,37.26089186,127°02′06″E,127.03490234,0.3659,103.717°
37°15′27″N,37.2576325,127°01′51″E,127.03090889,0.4493,179.753°
37°15′35″N,37.25971208,127°01′53″E,127.03137859,0.2223,168.71°
37°15′53″N,37.26464788,127°01′34″E,127.02601031,0.544,307.48°
37°15′59″N,37.26660645,127°01′59″E,127.0329755,0.5791,18.615°
37°15′56″N,37.26561019,127°01′52″E,127.03097675,0.4381,1.039°
37°15′40″N,37.26122964,127°02′06″E,127.03495983,0.3639,97.77°
37°15′38″N,37.26060313,127°01′50″E,127.03046087,0.1247,197.604°
37°15′33″N,37.25926454,127°01′59″E,127.03302944,0.3281,144.69°
37°15′32″N,37.25875192,127°01′38″E,127.02717121,0.4623,225.365°
37°15′34″N,37.25957348,127°01′49″E,127.03040764,0.2372,190.304°
37°15′38″N,37.26050734,127°02′11″E,127.0363904,0.5041,104.889°
37°15′37″N,37.26037174,127°02′14″E,127.03725205,0.5817,104.394°
37°15′41″N,37.26130805,127°01′43″E,127.02866454,0.2009,258.374°
37°15′48″N,37.2633808,127°01′39″E,127.02750554,0.3546,302.415°
37°15′29″N,37.25818263,127°01′52″E,127.03098383,0.3882,178.735°
37°15′57″N,37.26572101,127°01′44″E,127.02876968,0.4878,337.405°
37°15′50″N,37.26398054,127°01′31″E,127.02527282,0.5594,297.326°
37°15′58″N,37.26615495,127°01′53″E,127.03139929,0.5007,5.196°
37°15′40″N,37.26105316,127°01′59″E,127.0330849,0.2064,109.482°
37°15′37″N,37.26019041,127°01′38″E,127.02731938,0.3562,242.446°
37°15′49″N,37.26365767,127°01′29″E,127.02466315,0.5936,291.846°
37°15′41″N,37.2613574,127°01′55″E,127.03198121,0.103,109.862°
37°15′42″N,37.26159205,127°02′11″E,127.03650829,0.4977,91.022°
37°15′51″N,37.26430476,127°01′47″E,127.02962169,0.3135,339.069°
37°15′53″N,37.26468313,127°01′51″E,127.03086228,0.3349,359.626°
37°15′37″N,37.26022591,127°02′03″E,127.03426876,0.3398,118.247°
37°15′51″N,37.26410236,127°01′48″E,127.02990548,0.2839,342.182°
37°15′50″N,37.26380909,127°01′30″E,127.02510639,0.5642,294.918°
37°15′48″N,37.26328658,127°01′54″E,127.03177886,0.1962,23.731°
37°15′48″N,37.26343474,127°02′08″E,127.03561414,0.4621,64.894°
37°15′42″N,37.26153898,127°02′09″E,127.03584805,0.4394,91.928°
37°15′54″N,37.26512135,127°02′03″E,127.03419986,0.4829,37.392°
37°15′26″N,37.25713822,127°01′39″E,127.02750183,0.5866,210.723°
37°15′48″N,37.26332836,127°02′10″E,127.03622609,0.5073,68.702°
37°15′45″N,37.26244192,127°02′10″E,127.03608298,0.4679,79.452°
37°15′59″N,37.26668228,127°01′49″E,127.03040016,0.5589,355.578°
37°15′59″N,37.26656256,127°01′58″E,127.03271963,0.5676,16.606°
37°15′31″N,37.25870264,127°02′08″E,127.03543622,0.5208,129.354°
37°15′48″N,37.26328008,127°02′01″E,127.03350223,0.2926,52.31°
37°15′32″N,37.2589636,127°02′10″E,127.036062,0.5483,123.326°
37°15′33″N,37.25903242,127°01′56″E,127.03232122,0.3199,156.614°
37°15′44″N,37.26210272,127°01′38″E,127.02716455,0.333,278.273°
37°15′28″N,37.25784095,127°01′38″E,127.02713051,0.5405,217.97°
37°15′26″N,37.25725161,127°02′05″E,127.03464939,0.5939,145.884°
37°15′46″N,37.2627002,127°02′11″E,127.03645575,0.506,76.937°
37°15′45″N,37.2623655,127°02′04″E,127.03456525,0.3346,76.671°
37°15′58″N,37.26611167,127°01′41″E,127.02808557,0.5526,333.336°
37°15′33″N,37.25916042,127°01′59″E,127.03303104,0.3377,145.806°
37°15′56″N,37.26542404,127°01′59″E,127.0331842,0.4642,25.978°
37°15′30″N,37.25843823,127°02′10″E,127.03598515,0.5771,128.552°
37°15′33″N,37.25910225,127°01′47″E,127.02982409,0.3009,198.222°
37°15′31″N,37.25865798,127°01′52″E,127.03112601,0.3359,176.389°
37°15′38″N,37.26060904,127°01′34″E,127.02623129,0.4288,253.995°
37°15′40″N,37.26107635,127°01′50″E,127.03049244,0.0749,207.798°
37°15′44″N,37.26212535,127°01′55″E,127.03205226,0.1148,63.948°
37°15′29″N,37.25801855,127°01′44″E,127.02890465,0.4426,203.358°
37°15′50″N,37.26375317,127°01′50″E,127.03052862,0.2336,352.196°
37°15′52″N,37.2644932,127°01′31″E,127.0253354,0.5831,302.561°
