,latitude,,longitude,distance,bearing
37°15′30″N,37.25830544,127°01′36″E,127.02679458,0.521,224.055°
37°15′44″N,37.26213302,127°02′11″E,127.03649235,0.4988,84.098°
37°15′48″N,37.2633747,127°02′08″E,127.03550919,0.4509,65.161°
37°15′34″N,37.2593142,127°01′47″E,127.02960892,0.2856,203.337°
37°15′27″N,37.25747146,127°01′39″E,127.02760604,0.5501,211.869°
37°15′29″N,37.25793144,127°01′34″E,127.02612969,0.592,225.35°
37°15′44″N,37.26235086,127°01′56″E,127.0321269,0.1332,55.474°
37°15′40″N,37.26116062,127°01′33″E,127.02569916,0.4628,262.941°
37°15′48″N,37.26338476,127°01′58″E,127.03290278,0.261,43.127°
37°15′50″N,37.26379339,127°01′32″E,127.02554414,0.5285,296.516°
37°15′46″N,37.26286233,127°02′11″E,127.03630096,0.4972,74.555°
37°15′56″N,37.26567369,127°01′41″E,127.02808922,0.5094,330.908°
37°15′33″N,37.25910962,127°01′43″E,127.02858188,0.3505,215.603°
37°15′44″N,37.2621498,127°01′54″E,127.03157796,0.081,49.014°
37°15′41″N,37.26150576,127°02′06″E,127.0350999,0.3734,92.837°
37°16′01″N,37.26698739,127°01′55″E,127.03196653,0.5989,9.181°
37°15′30″N,37.2583069,127°01′57″E,127.03252657,0.4014,158.804°
37°15′56″N,37.26553236,127°01′37″E,127.02690087,0.5558,320.588°
37°15′53″N,37.26480454,127°01′34″E,127.02605819,0.5515,309.185°
37°15′56″N,37.26549144,127°01′56″E,127.03219655,0.4404,15.262°
37°15′32″N,37.25895076,127°01′58″E,127.03285559,0.3493,150.068°
37°15′54″N,37.26507898,127°01′51″E,127.03090009,0.3789,0.175°
37°15′35″N,37.25979978,127°01′33″E,127.02589206,0.4888,244.784°
37°15′57″N,37.26595206,127°01′59″E,127.03313908,0.5161,22.721°
37°15′30″N,37.25820747,127°01′48″E,127.03006969,0.3921,190.634°
37°15′37″N,37.2602942,127°01′44″E,127.02887652,0.2349,229.27°
37°15′52″N,37.26435664,127°02′08″E,127.03554189,0.5089,54.069°
37°15′40″N,37.26100211,127°01′34″E,127.02602457,0.4368,260.181°
37°15′41″N,37.26147581,127°01′54″E,127.03172021,0.0769,106.481°
37°15′56″N,37.26543593,127°01′46″E,127.02947342,0.4369,343.359°
37°15′44″N,37.26228917,127°01′43″E,127.02849499,0.2226,287.963°
37°15′44″N,37.26219189,127°02′02″E,127.03393361,0.2758,77.897°
37°15′44″N,37.26232469,127°01′42″E,127.02840725,0.2312,288.301°
37°15′47″N,37.26318218,127°01′50″E,127.03048366,0.1717,348°
37°15′59″N,37.26640483,127°01′41″E,127.02792196,0.5882,333.501°
37°15′28″N,37.25773467,127°01′44″E,127.02887069,0.4729,202.176°
37°15′45″N,37.26245203,127°01′28″E,127.02446549,0.575,278.68°
37°15′34″N,37.259386,127°01′58″E,127.03289787,0.3104,145.004°
37°15′38″N,37.26046853,127°01′44″E,127.02892303,0.2194,232.407°
37°15′38″N,37.26058068,127°01′44″E,127.02881044,0.2203,236.563°
37°15′55″N,37.26523448,127°02′07″E,127.03521843,0.5514,44.057°
37°15′26″N,37.25734179,127°01′52″E,127.03114374,0.4822,177.298°
37°15′36″N,37.25995844,127°01′58″E,127.03288368,0.2599,137.157°
37°15′55″N,37.26536836,127°01′51″E,127.03078289,0.4112,358.716°
37°15′48″N,37.26336045,127°01′47″E,127.02978464,0.2116,332.544°
37°15′50″N,37.26402124,127°01′58″E,127.03266061,0.3048,30.999°
37°15′59″N,37.26635066,127°01′51″E,127.03081983,0.5204,359.345°
37°15′36″N,37.26013812,127°01′56″E,127.03222503,0.2077,145.229°
37°15′50″N,37.26392896,127°01′30″E,127.02493512,0.5836,295.478°
37°15′49″N,37.26369913,127°01′53″E,127.03152244,0.2324,14.008°
37°15′38″N,37.26044929,127°01′31″E,127.02515168,0.5256,255.006°
37°15′58″N,37.26612411,127°01′47″E,127.02981219,0.5042,349.124°
37°15′57″N,37.26593798,127°01′43″E,127.02860312,0.5158,336.923°
37°15′24″N,37.25657979,127°01′45″E,127.0291052,0.5879,195.563°
37°15′50″N,37.26387411,127°01′31″E,127.02515135,0.5637,295.755°
37°15′52″N,37.26433949,127°01′57″E,127.0325842,0.3326,26.856°
37°15′51″N,37.26426628,127°02′03″E,127.03412729,0.4069,44.828°
37°15′50″N,37.26392966,127°02′08″E,127.03556925,0.4846,58.789°
37°15′42″N,37.2617899,127°01′45″E,127.02904363,0.1637,274.595°
37°15′35″N,37.25981666,127°01′53″E,127.03141035,0.2115,167.347°
37°15′24″N,37.25666315,127°01′59″E,127.03321001,0.5939,159.739°
37°15′52″N,37.26439329,127°01′31″E,127.02522913,0.5852,301.148°
37°15′35″N,37.25973343,127°01′44″E,127.02883,0.2822,220.182°
37°15′53″N,37.26485777,127°02′06″E,127.03491135,0.5025,45.152°
37°15′49″N,37.26359679,127°02′03″E,127.03419579,0.3628,53.835°
37°15′47″N,37.26319389,127°01′45″E,127.02912683,0.2301,317.372°
37°15′36″N,37.25994803,127°01′50″E,127.0306204,0.1932,187.017°
37°15′38″N,37.26055208,127°02′14″E,127.03716259,0.5693,102.636°
37°15′26″N,37.2572739,127°01′37″E,127.02701669,0.5972,215.008°
37°15′31″N,37.25866252,127°01′51″E,127.0308732,0.3347,180.209°
37°15′23″N,37.25651234,127°01′51″E,127.03072832,0.5741,181.402°
37°15′40″N,37.26124993,127°01′45″E,127.02906809,0.1677,253.746°
37°15′57″N,37.2657548,127°02′05″E,127.03463571,0.5624,36.156°
37°15′43″N,37.26197138,127°01′36″E,127.02673781,0.3688,275.181°
37°15′36″N,37.26005742,127°01′53″E,127.03134523,0.1841,167.271°
37°15′42″N,37.26175962,127°01′59″E,127.03317856,0.2031,87.249°
37°15′46″N,37.26283901,127°01′54″E,127.03156653,0.1431,24.864°
37°15′42″N,37.2615752,127°01′31″E,127.02515346,0.5077,268.787°
37°15′35″N,37.25976045,127°02′05″E,127.03480703,0.407,121.494°
37°15′38″N,37.26064187,127°02′03″E,127.03405911,0.3033,112.196°
37°15′37″N,37.26040067,127°02′09″E,127.03596931,0.4716,107.447°
37°15′30″N,37.25832234,127°01′34″E,127.02611162,0.5635,228.611°
37°15′32″N,37.25897903,127°02′09″E,127.03573258,0.5232,124.924°
37°15′30″N,37.25847125,127°01′55″E,127.03184441,0.366,166.609°
37°15′35″N,37.25985062,127°01′36″E,127.0267056,0.422,241.309°
37°15′45″N,37.26258685,127°01′46″E,127.02951633,0.1584,309.985°
37°15′40″N,37.26105803,127°02′15″E,127.03756259,0.5949,96.59°
37°15′55″N,37.26516445,127°01′40″E,127.02772578,0.4788,324.233°
37°15′25″N,37.25697974,127°02′03″E,127.03407715,0.5934,151.581°
37°15′35″N,37.25960378,127°01′51″E,127.0309361,0.2301,178.918°
37°15′41″N,37.26143685,127°01′38″E,127.02722973,0.3248,265.382°
37°15′49″N,37.26370243,127°01′30″E,127.02511326,0.5588,293.841°
37°15′54″N,37.26495648,127°01′36″E,127.02673727,0.5181,314.844°
37°15′53″N,37.26484317,127°02′09″E,127.03587979,0.5655,51.406°
37°15′46″N,37.26277355,127°01′53″E,127.03151273,0.1345,24.327°
37°15′38″N,37.26059415,127°01′59″E,127.03300888,0.2228,122.547°
37°15′40″N,37.26108585,127°01′39″E,127.02763463,0.2952,257.242°
37°15′32″N,37.25881222,127°01′34″E,127.02616784,0.5251,232.716°
37°15′56″N,37.2655467,127°01′44″E,127.02879192,0.4692,336.717°
37°15′53″N,37.26476364,127°01′38″E,127.02720098,0.474,316.504°
37°15′41″N,37.26128604,127°01′53″E,127.03133267,0.0583,137.417°
37°15′49″N,37.26364556,127°02′13″E,127.036976,0.582,67.839°
37°15′31″N,37.25874223,127°01′59″E,127.03298462,0.3751,150.323°
37°15′41″N,37.26131175,127°01′40″E,127.02781775,0.2746,261.612°
37°15′43″N,37.26181547,127°01′42″E,127.02825195,0.2338,273.914°
37°15′43″N,37.26195267,127°02′05″E,127.03481757,0.3493,84.872°
37°16′01″N,37.26705761,127°01′51″E,127.03072228,0.5992,358.606°
37°15′34″N,37.25943854,127°01′51″E,127.03072014,0.2489,183.403°
37°15′43″N,37.26188372,127°01′32″E,127.02568102,0.4614,272.927°
37°15′37″N,37.26037026,127°02′10″E,127.03614911,0.4878,107.265°
37°15′39″N,37.26076026,127°01′41″E,127.02807146,0.2691,247.861°
37°15′47″N,37.2629984,127°01′47″E,127.0296919,0.1815,324.356°
37°15′50″N,37.26389445,127°02′09″E,127.03595062,0.5119,61.123°
37°15′47″N,37.2629804,127°01′46″E,127.02931035,0.2016,316.198°
37°15′23″N,37.25649321,127°01′53″E,127.03137365,0.5776,175.723°
37°15′28″N,37.25764918,127°01′58″E,127.03272523,0.4761,160.014°
37°15′38″N,37.26064736,127°01′42″E,127.02823938,0.2606,244.069°
37°16′01″N,37.26701798,127°01′51″E,127.03096691,0.5947,0.682°
37°15′27″N,37.25755199,127°01′41″E,127.02807466,0.5215,208.515°
37°15′43″N,37.26199379,127°01′43″E,127.02870067,0.1968,280.478°
37°15′58″N,37.26605444,127°01′44″E,127.02881639,0.5208,339.393°
37°15′36″N,37.25987335,127°02′12″E,127.03669141,0.5514,111.272°
37°15′35″N,37.25981225,127°01′36″E,127.02652927,0.4377,241.8°
37°15′42″N,37.26176751,127°01′29″E,127.02473342,0.5448,271.119°
37°15′56″N,37.26552113,127°01′56″E,127.03234313,0.4471,16.755°
37°15′49″N,37.26362121,127°01′56″E,127.03212529,0.2429,26.821°
37°16′01″N,37.26680866,127°01′58″E,127.03273112,0.5942,15.945°
37°15′39″N,37.26081835,127°02′14″E,127.03729899,0.5755,99.494°
37°15′30″N,37.25833459,127°01′54″E,127.03178309,0.3796,167.937°
37°15′42″N,37.26154724,127°01′43″E,127.02862844,0.2004,266.03°
37°15′46″N,37.26270425,127°01′44″E,127.02895441,0.206,303.867°
37°15′27″N,37.25750034,127°01′36″E,127.02664284,0.597,218.999°
