,latitude,,longitude,distance,bearing
37°15′32″N,37.25876473,127°02′11″E,127.03630928,0.5788,123.965°
37°15′49″N,37.26353103,127°02′04″E,127.03452731,0.3829,57.312°
37°15′37″N,37.26028958,127°02′05″E,127.03479841,0.3789,113.944°
37°15′36″N,37.2600733,127°01′54″E,127.03154187,0.187,161.943°
37°15′47″N,37.26294375,127°02′04″E,127.03449276,0.3491,66.098°
37°15′27″N,37.25757561,127°01′40″E,127.02775639,0.5333,211.311°
37°15′37″N,37.26036621,127°02′04″E,127.03458016,0.3577,113.952°
37°15′29″N,37.2579272,127°01′41″E,127.02804119,0.4868,211.168°
37°15′49″N,37.26365525,127°01′37″E,127.02707694,0.403,303.187°
37°15′30″N,37.25827255,127°02′09″E,127.03572389,0.5712,131.445°
37°15′46″N,37.26290214,127°01′28″E,127.02448126,0.5833,283.568°
37°15′51″N,37.26403133,127°01′50″E,127.0304643,0.2651,351.885°
37°15′50″N,37.26383158,127°02′07″E,127.03516204,0.4482,57.594°
37°15′54″N,37.26496951,127°01′53″E,127.03146123,0.3703,7.89°
37°15′40″N,37.26098949,127°01′27″E,127.0241654,0.5998,262.731°
37°15′50″N,37.26391245,127°01′34″E,127.02604615,0.4957,300.181°
37°15′40″N,37.26116407,127°01′45″E,127.02915332,0.1635,249.791°
37°15′51″N,37.26425443,127°02′03″E,127.03409718,0.404,44.692°
37°15′25″N,37.2568559,127°01′49″E,127.03022357,0.5389,186.257°
37°15′31″N,37.25864097,127°01′31″E,127.02528156,0.5999,235.81°
37°15′41″N,37.26135271,127°02′02″E,127.03396179,0.2745,97.433°
37°15′56″N,37.26550051,127°02′03″E,127.03409759,0.512,33.718°
37°15′45″N,37.26260534,127°01′29″E,127.02482799,0.5463,280.956°
37°15′39″N,37.26078603,127°01′43″E,127.02852254,0.2313,244.79°
37°15′58″N,37.26603324,127°02′04″E,127.03436629,0.5746,32.411°
37°15′29″N,37.25809476,127°01′42″E,127.02838907,0.4552,209.064°
37°15′27″N,37.25748486,127°01′40″E,127.02780084,0.5399,210.398°
37°15′28″N,37.25779893,127°01′55″E,127.0320507,0.4429,166.551°
37°15′28″N,37.25789675,127°02′03″E,127.03425854,0.5152,144.594°
37°15′57″N,37.265774,127°01′57″E,127.03240171,0.4755,16.376°
37°15′52″N,37.26438714,127°01′59″E,127.03305492,0.3578,32.434°
37°15′41″N,37.2613404,127°02′12″E,127.03657493,0.5049,94.188°
37°15′56″N,37.26556336,127°01′54″E,127.03170296,0.4388,9.474°
37°15′24″N,37.25668607,127°01′49″E,127.0303308,0.5567,185.074°
37°15′37″N,37.2602707,127°01′43″E,127.02858094,0.2568,232.639°
37°15′54″N,37.26500986,127°02′07″E,127.03535212,0.5423,46.792°
37°15′39″N,37.2607901,127°02′06″E,127.03488917,0.3676,105.475°
37°15′42″N,37.26171887,127°01′39″E,127.02752117,0.298,271.003°
37°15′40″N,37.2612374,127°01′58″E,127.03268459,0.1663,106.897°
37°15′40″N,37.26117695,127°01′56″E,127.03210465,0.121,117.059°
37°15′35″N,37.25978379,127°02′13″E,127.03707197,0.5864,110.984°
37°15′31″N,37.25858307,127°02′10″E,127.03614204,0.5783,126.446°
37°15′35″N,37.2597549,127°01′54″E,127.03180433,0.2282,159.151°
37°15′51″N,37.26404696,127°02′06″E,127.0348863,0.4417,53.27°
37°15′59″N,37.26661485,127°01′44″E,127.02893843,0.5762,342.582°
37°15′29″N,37.25802746,127°01′49″E,127.03020668,0.4098,188.451°
37°15′32″N,37.25876143,127°01′37″E,127.02688769,0.4797,227.561°
37°15′43″N,37.26200195,127°01′27″E,127.02427417,0.5865,273.589°
37°15′43″N,37.26194043,127°02′13″E,127.03680623,0.5248,86.737°
37°15′43″N,37.26207363,127°02′15″E,127.03744726,0.5824,85.599°
37°15′43″N,37.2619033,127°01′57″E,127.03248817,0.1441,79.712°
37°15′28″N,37.25781617,127°01′45″E,127.02929502,0.4514,198.191°
37°15′37″N,37.2602798,127°01′59″E,127.03301606,0.2439,129.406°
37°15′59″N,37.26625954,127°01′46″E,127.02931427,0.5289,344.739°
37°15′57″N,37.26585481,127°01′49″E,127.0303475,0.4677,354.139°
37°15′55″N,37.26537891,127°01′36″E,127.02680527,0.5482,318.772°
37°15′39″N,37.26070992,127°01′31″E,127.02514566,0.5194,258.112°
37°15′47″N,37.26297667,127°01′28″E,127.02451764,0.5822,284.435°
37°15′43″N,37.26192375,127°01′32″E,127.02565343,0.4641,273.46°
37°15′58″N,37.26601869,127°01′47″E,127.02963504,0.496,347.09°
37°15′53″N,37.26461583,127°01′49″E,127.03034022,0.331,351.591°
37°15′58″N,37.26616761,127°01′59″E,127.03310592,0.5372,21.445°
37°15′53″N,37.26471459,127°01′42″E,127.02841824,0.4028,327.148°
37°15′30″N,37.25830583,127°01′46″E,127.02956406,0.3923,197.37°
37°15′45″N,37.26245979,127°01′59″E,127.0330548,0.211,65.457°
37°15′29″N,37.25817974,127°01′41″E,127.02809979,0.4602,212.425°
37°15′44″N,37.26219762,127°01′41″E,127.02792524,0.2686,282.571°
37°15′49″N,37.26351656,127°01′43″E,127.028668,0.284,316.247°
37°15′56″N,37.26546069,127°01′57″E,127.03260803,0.4481,19.876°
37°15′39″N,37.26095735,127°01′51″E,127.03085566,0.0795,181.999°
37°15′34″N,37.25939321,127°01′45″E,127.02924576,0.2921,209.823°
37°15′56″N,37.2655812,127°01′57″E,127.03245904,0.4565,17.747°
37°15′45″N,37.26260435,127°01′36″E,127.0267023,0.3847,285.64°
37°15′44″N,37.26231537,127°02′07″E,127.03522385,0.3905,79.44°
37°15′56″N,37.26561502,127°01′44″E,127.0289459,0.471,338.606°
37°15′59″N,37.26650265,127°01′51″E,127.03094534,0.5373,0.551°
37°15′30″N,37.25825157,127°02′09″E,127.03575309,0.5747,131.448°
37°15′45″N,37.26254468,127°01′43″E,127.02852592,0.2304,294.911°
37°15′55″N,37.26522641,127°01′57″E,127.03244489,0.4187,19.229°
37°15′51″N,37.2641706,127°01′34″E,127.02599746,0.5144,302.705°
37°15′44″N,37.26211309,127°01′55″E,127.03203751,0.113,64.279°
37°15′47″N,37.26294101,127°02′09″E,127.03588157,0.4641,72.293°
37°15′36″N,37.25988361,127°01′38″E,127.02729006,0.3754,238.008°
37°15′58″N,37.26612375,127°01′49″E,127.03034347,0.4975,354.45°
37°15′27″N,37.25741425,127°01′59″E,127.03346852,0.5258,154.239°
37°15′42″N,37.26170298,127°02′10″E,127.03623636,0.4736,89.582°
37°15′38″N,37.26062229,127°02′12″E,127.0365987,0.5189,103.001°
37°15′38″N,37.26057025,127°01′39″E,127.02753282,0.3212,247.574°
37°15′43″N,37.26184784,127°01′40″E,127.02785707,0.2689,274.171°
37°15′49″N,37.26348496,127°01′51″E,127.03075637,0.202,356.718°
37°15′29″N,37.25804192,127°02′06″E,127.03493723,0.54,138.393°
37°15′40″N,37.26111596,127°01′50″E,127.03053792,0.0691,206.549°
37°15′37″N,37.26015193,127°02′10″E,127.03618299,0.4984,109.829°
37°15′42″N,37.26161244,127°02′06″E,127.03504276,0.3679,91.03°
37°15′43″N,37.26202611,127°01′46″E,127.02938676,0.1385,286.519°
37°15′47″N,37.26310879,127°02′08″E,127.035491,0.4378,68.588°
37°15′45″N,37.26255668,127°02′09″E,127.03571674,0.4387,77.037°
37°15′42″N,37.2615909,127°01′31″E,127.02514907,0.508,268.984°
37°15′50″N,37.2640212,127°01′55″E,127.03202592,0.2801,21.099°
37°15′26″N,37.25721281,127°01′46″E,127.02946618,0.5117,194.23°
37°15′31″N,37.25872251,127°01′52″E,127.03097235,0.3281,178.681°
37°15′47″N,37.26298974,127°01′58″E,127.03273442,0.2196,48.132°
37°15′54″N,37.26493622,127°01′41″E,127.02811361,0.4383,325.935°
37°15′56″N,37.26556709,127°01′42″E,127.02834956,0.488,332.596°
37°15′45″N,37.26262296,127°01′47″E,127.02969355,0.1495,315.034°
37°15′40″N,37.26119622,127°01′59″E,127.03346425,0.2342,103.058°
37°15′42″N,37.26176351,127°01′48″E,127.03005651,0.0742,277.883°
37°15′34″N,37.25958011,127°02′11″E,127.03631106,0.5336,115.852°
37°15′45″N,37.26253598,127°02′13″E,127.03685968,0.5374,79.697°
37°15′31″N,37.25864699,127°02′06″E,127.03509814,0.5022,132.067°
37°15′37″N,37.26034337,127°02′02″E,127.03376325,0.2944,120.13°
37°15′48″N,37.26333514,127°02′08″E,127.03552957,0.4507,65.765°
37°16′01″N,37.26681368,127°01′58″E,127.03264637,0.5927,15.233°
37°15′40″N,37.26099066,127°01′59″E,127.03331752,0.2281,109.403°
37°15′46″N,37.26289619,127°01′31″E,127.02532923,0.5105,285.472°
37°15′36″N,37.26000785,127°02′02″E,127.03389185,0.3241,124.831°
37°15′31″N,37.25857827,127°01′44″E,127.02876124,0.3922,208.674°
37°15′52″N,37.26438588,127°01′59″E,127.03340401,0.3752,36.431°
37°15′35″N,37.25980704,127°02′06″E,127.03492425,0.4132,120.13°
37°15′59″N,37.26643301,127°01′50″E,127.0306905,0.5298,358.119°
37°15′55″N,37.26532584,127°02′07″E,127.03518789,0.5569,43.13°
37°15′24″N,37.25677633,127°02′01″E,127.0337073,0.599,155.367°
37°15′34″N,37.25947255,127°01′31″E,127.02525555,0.5553,243.863°
37°15′31″N,37.25874567,127°02′02″E,127.03391761,0.4218,140.502°
37°15′38″N,37.26047882,127°01′28″E,127.02445563,0.5846,256.88°
37°15′56″N,37.26569216,127°02′03″E,127.03404856,0.5275,32.041°
37°15′48″N,37.26331473,127°01′46″E,127.02933918,0.2284,323.135°
37°15′48″N,37.26335279,127°02′01″E,127.03359007,0.3037,51.999°
37°15′37″N,37.26035056,127°02′05″E,127.03477684,0.3744,113.113°
37°15′48″N,37.26322533,127°02′14″E,127.03720167,0.5851,72.823°
37°15′34″N,37.25954541,127°01′31″E,127.02514799,0.5604,245.036°
37°15′25″N,37.2570516,127°01′49″E,127.03041535,0.5156,184.645°
37°15′38″N,37.26048885,127°01′32″E,127.02561676,0.4847,254.249°
37°15′42″N,37.26170929,127°01′38″E,127.02727181,0.3201,270.744°
37°15′29″N,37.25809021,127°02′03″E,127.03404087,0.4865,144.976°
37°15′35″N,37.25982266,127°01′36″E,127.02675894,0.4193,240.627°
37°15′36″N,37.25989519,127°01′43″E,127.02847843,0.2907,227.173°
37°15′46″N,37.26277996,127°01′57″E,127.0324113,0.1827,47.594°
37°15′27″N,37.25739534,127°02′05″E,127.03463272,0.5798,145.119°
37°15′29″N,37.25793816,127°01′59″E,127.03306489,0.4579,155.097°
37°15′40″N,37.26101558,127°01′56″E,127.03226507,0.1422,120.9°
37°15′44″N,37.26227915,127°02′15″E,127.0374763,0.5872,83.394°
37°15′31″N,37.25863259,127°01′53″E,127.03147193,0.342,171.291°
37°15′45″N,37.26256221,127°01′38″E,127.02727748,0.3345,287.218°
37°15′50″N,37.26397655,127°01′34″E,127.02603754,0.5,300.843°
37°15′39″N,37.26076977,127°01′35″E,127.02646053,0.4045,255.637°
37°15′23″N,37.25650487,127°01′46″E,127.0295427,0.5869,191.699°
37°15′40″N,37.26115453,127°02′04″E,127.03441699,0.3177,100.435°
37°15′30″N,37.25841905,127°02′09″E,127.03571092,0.5597,130.272°
37°15′48″N,37.26334961,127°01′48″E,127.02990912,0.2057,335.113°
37°15′41″N,37.26129475,127°01′27″E,127.02423965,0.5899,265.923°
37°15′39″N,37.26096298,127°02′11″E,127.0362895,0.4847,99.362°
37°15′54″N,37.26493162,127°01′45″E,127.02924179,0.3907,338.116°
37°15′24″N,37.2567498,127°01′48″E,127.02999002,0.5532,188.253°
37°15′47″N,37.26299505,127°01′38″E,127.02722931,0.3557,294.442°
37°15′26″N,37.2573492,127°01′55″E,127.03195335,0.49,168.892°
37°15′53″N,37.26460002,127°01′59″E,127.03296071,0.3738,29.407°
37°15′46″N,37.26274014,127°01′42″E,127.0282116,0.265,296.641°
37°15′48″N,37.26345425,127°01′32″E,127.02554614,0.5127,292.749°
37°15′59″N,37.26657975,127°01′58″E,127.03279707,0.5715,17.209°
37°15′48″N,37.26328414,127°01′48″E,127.03006501,0.1935,337.913°
37°15′34″N,37.2594195,127°01′48″E,127.02997195,0.2633,197.917°
37°15′55″N,37.26519684,127°01′34″E,127.02611762,0.5762,312.882°
37°15′25″N,37.25694414,127°01′54″E,127.03174449,0.5313,171.786°
37°15′48″N,37.26346691,127°02′02″E,127.03397151,0.3382,53.826°
37°15′54″N,37.26512553,127°01′51″E,127.03076202,0.3843,358.35°
37°15′34″N,37.2593209,127°01′59″E,127.03337605,0.342,139.882°
37°15′42″N,37.26162406,127°01′47″E,127.02966591,0.1082,267.177°
37°15′43″N,37.26190732,127°01′55″E,127.03197929,0.1002,74.853°
37°15′34″N,37.25955578,127°01′41″E,127.02807394,0.3427,226.614°
37°15′33″N,37.2590477,127°01′43″E,127.02849377,0.3607,215.973°
37°15′59″N,37.26670263,127°01′50″E,127.03067313,0.5599,358.062°
37°15′44″N,37.2623397,127°01′46″E,127.02937868,0.1528,299.084°
37°15′35″N,37.259826,127°01′40″E,127.02783029,0.3397,232.81°
37°15′48″N,37.26322798,127°01′47″E,127.02980047,0.198,330.937°
37°15′31″N,37.2586336,127°01′59″E,127.03297085,0.385,151.371°
37°15′32″N,37.25888853,127°01′36″E,127.02661102,0.489,230.722°
37°15′55″N,37.26540065,127°02′05″E,127.03478338,0.5394,39.748°
37°15′58″N,37.26598396,127°01′40″E,127.02784209,0.5502,330.665°
37°15′23″N,37.25651401,127°01′53″E,127.03135099,0.5752,175.905°
37°15′46″N,37.26282085,127°01′32″E,127.02562825,0.4827,285.351°
37°15′51″N,37.26410171,127°01′49″E,127.03035662,0.2743,350.145°
37°15′53″N,37.26472822,127°01′52″E,127.03105719,0.3403,2.538°
37°15′34″N,37.2593222,127°01′42″E,127.02845811,0.3384,219.444°
37°15′38″N,37.2606194,127°01′51″E,127.0306996,0.1182,188.065°
37°15′25″N,37.25707232,127°02′03″E,127.03413762,0.587,150.643°
37°15′28″N,37.257802,127°01′38″E,127.02733196,0.5332,216.173°
37°15′55″N,37.26526536,127°01′33″E,127.02588552,0.5965,312.076°
37°15′58″N,37.26612028,127°02′02″E,127.03395781,0.5645,28.784°
37°15′57″N,37.26590308,127°01′47″E,127.02958881,0.4844,346.278°
37°15′48″N,37.26334781,127°01′35″E,127.02636512,0.4416,294.971°
37°15′44″N,37.26215371,127°01′40″E,127.0278401,0.275,281.236°
37°15′39″N,37.26070214,127°01′45″E,127.02930038,0.1771,232.475°
37°15′32″N,37.25901271,127°01′55″E,127.0319124,0.3094,162.939°
37°15′46″N,37.26280201,127°02′06″E,127.03499281,0.3846,70.923°
37°15′32″N,37.25899161,127°01′54″E,127.03157308,0.3043,168.485°
37°15′49″N,37.26369965,127°01′36″E,127.02657978,0.443,300.606°
37°15′39″N,37.26089198,127°01′28″E,127.02441718,0.5793,261.388°
37°15′43″N,37.26202938,127°01′31″E,127.02516932,0.5077,274.492°
37°15′49″N,37.26362846,127°01′59″E,127.03312101,0.294,42.263°
37°15′37″N,37.26029993,127°01′47″E,127.02967348,0.1866,215.143°
37°15′29″N,37.25799684,127°02′01″E,127.03362183,0.4751,149.363°
37°15′39″N,37.26081026,127°02′10″E,127.03609699,0.4711,101.739°
37°15′38″N,37.26066758,127°01′29″E,127.02476863,0.553,258.347°
37°15′51″N,37.26426265,127°01′33″E,127.02581855,0.5332,302.712°
37°15′38″N,37.26066272,127°01′54″E,127.03159193,0.1284,150.931°
37°15′58″N,37.26618831,127°01′45″E,127.02910454,0.5265,342.563°
37°15′25″N,37.2568243,127°01′51″E,127.03087506,0.5392,180.112°
37°15′39″N,37.26079693,127°01′31″E,127.02539258,0.496,258.686°
37°15′26″N,37.2572359,127°01′59″E,127.0334716,0.5439,155.121°
37°15′44″N,37.26221883,127°01′40″E,127.02787182,0.2738,282.838°
37°15′50″N,37.26386155,127°02′03″E,127.03417312,0.3794,50.063°
37°15′40″N,37.26119063,127°01′59″E,127.033264,0.2171,104.275°
37°15′45″N,37.26244,127°02′09″E,127.03581168,0.4442,78.912°
37°15′37″N,37.26035476,127°01′34″E,127.02607766,0.4502,251.011°
37°15′54″N,37.26487428,127°01′55″E,127.03181713,0.3656,13.016°
37°15′39″N,37.26088576,127°01′31″E,127.02515995,0.5145,260.215°
37°15′45″N,37.26247721,127°02′01″E,127.03369661,0.2643,70.195°
37°15′34″N,37.25952035,127°01′52″E,127.03121018,0.241,173.183°
37°15′56″N,37.2655211,127°01′38″E,127.02721823,0.5374,322.818°
37°15′34″N,37.25939695,127°01′50″E,127.03054266,0.2549,186.869°
37°15′50″N,37.26387296,127°01′51″E,127.03073313,0.2452,356.816°
37°15′42″N,37.26163994,127°01′47″E,127.02979774,0.0965,267.882°
37°15′46″N,37.26283248,127°01′57″E,127.0324463,0.189,46.92°
37°15′58″N,37.26603465,127°01′47″E,127.02983906,0.494,349.178°
37°15′48″N,37.26336534,127°01′49″E,127.03028086,0.1958,344.099°
37°15′46″N,37.26275376,127°01′59″E,127.03317541,0.2356,59.291°
37°15′40″N,37.26101818,127°01′47″E,127.02964225,0.132,236.577°
37°16′01″N,37.26694569,127°01′56″E,127.03228265,0.5994,11.893°
37°15′38″N,37.26053161,127°02′11″E,127.0364753,0.5107,104.379°
37°15′59″N,37.26677668,127°01′43″E,127.02872962,0.599,341.41°
37°15′25″N,37.25698529,127°01′50″E,127.03059296,0.5219,182.859°
37°15′32″N,37.25885971,127°01′34″E,127.02598516,0.5349,234.215°
37°15′42″N,37.26164314,127°02′09″E,127.03571564,0.4275,90.429°
37°15′47″N,37.26302574,127°01′36″E,127.0267436,0.3965,292.32°
37°15′51″N,37.26415401,127°01′59″E,127.03343107,0.3563,39.206°
37°15′50″N,37.26398266,127°01′36″E,127.02667164,0.4531,304.558°
37°15′48″N,37.26328874,127°01′34″E,127.02618775,0.4532,293.38°
37°15′56″N,37.26553841,127°02′04″E,127.03442848,0.5322,36.09°
37°15′52″N,37.26434354,127°02′04″E,127.03454488,0.4395,47.457°
37°15′40″N,37.26108428,127°01′52″E,127.03110312,0.0681,163.687°
37°15′52″N,37.26454179,127°01′59″E,127.03332903,0.3855,34.106°
37°15′31″N,37.25849025,127°02′01″E,127.03353102,0.4243,146.519°
37°15′50″N,37.26382548,127°02′08″E,127.03566017,0.4857,60.45°
37°15′45″N,37.26242122,127°02′13″E,127.03689256,0.5381,81.089°
37°15′43″N,37.26191371,127°01′55″E,127.03190221,0.0938,73.345°
37°15′57″N,37.26576763,127°01′41″E,127.02812853,0.5169,331.809°
37°15′29″N,37.25796182,127°01′39″E,127.0276218,0.5038,215.01°
37°15′52″N,37.2643191,127°01′31″E,127.02537074,0.5702,301.09°
37°15′38″N,37.26068771,127°01′33″E,127.02591502,0.4535,256.033°
37°15′55″N,37.26521222,127°02′02″E,127.03378442,0.4699,33.078°
37°15′35″N,37.2597566,127°01′33″E,127.0259426,0.4868,244.048°
37°15′37″N,37.26039243,127°01′50″E,127.03067414,0.1436,187.542°
37°15′39″N,37.26089688,127°01′32″E,127.02555296,0.48,259.654°
37°15′40″N,37.26099605,127°01′46″E,127.02949284,0.1445,238.651°
37°15′49″N,37.26372133,127°02′12″E,127.03665961,0.5595,65.958°
37°15′58″N,37.26601409,127°01′50″E,127.03048699,0.4843,355.807°
37°15′47″N,37.26294986,127°01′40″E,127.02788463,0.3014,298.138°
37°15′47″N,37.26318589,127°01′46″E,127.02945876,0.2106,323.1°
37°15′56″N,37.26555794,127°01′50″E,127.03044941,0.434,354.879°
37°15′45″N,37.26258129,127°01′48″E,127.0301031,0.1227,325.545°
37°15′30″N,37.25819675,127°01′54″E,127.03157369,0.3913,171.062°
37°15′33″N,37.25916551,127°01′46″E,127.02948893,0.305,203.938°
37°15′47″N,37.26318679,127°01′35″E,127.02647595,0.4253,293.341°
37°15′49″N,37.26356063,127°02′11″E,127.03631892,0.5247,66.399°
37°15′50″N,37.26387505,127°01′38″E,127.02726449,0.4036,307.386°
37°15′23″N,37.25641978,127°01′53″E,127.03138982,0.5859,175.643°
37°15′51″N,37.26406541,127°01′36″E,127.02673001,0.4542,305.885°
37°15′50″N,37.26391909,127°01′56″E,127.03226179,0.278,25.962°
37°15′49″N,37.26366317,127°01′38″E,127.02709194,0.4024,303.396°
37°15′52″N,37.26445207,127°01′55″E,127.03202389,0.3252,18.028°
37°15′43″N,37.26201744,127°01′40″E,127.02772951,0.2821,277.828°
37°15′44″N,37.26228673,127°01′31″E,127.02517221,0.5105,277.699°
37°15′48″N,37.26328159,127°01′51″E,127.03079506,0.1792,357.397°
37°15′34″N,37.25931543,127°01′38″E,127.02713435,0.4232,231.727°
37°15′35″N,37.25970571,127°01′42″E,127.02846546,0.3062,224.427°
37°15′53″N,37.26476436,127°01′42″E,127.02830609,0.4129,326.407°
37°15′55″N,37.26536321,127°01′57″E,127.03237789,0.4312,17.82°
37°15′45″N,37.26250802,127°01′37″E,127.027035,0.3534,285.255°
37°15′42″N,37.26157583,127°01′59″E,127.03320667,0.2056,92.981°
37°15′44″N,37.26234149,127°02′02″E,127.03393056,0.2795,74.549°
37°15′43″N,37.26205944,127°01′50″E,127.030433,0.0589,316.998°
