,latitude,,longitude,distance,bearing
37°15′39″N,37.26079031,127°01′50″E,127.03067729,0.0998,190.719°
37°15′43″N,37.2618663,127°01′34″E,127.02599212,0.4338,272.857°
37°15′46″N,37.26269285,127°01′33″E,127.02569993,0.473,283.891°
37°15′49″N,37.26351453,127°02′04″E,127.03435025,0.3688,56.237°
37°15′47″N,37.26314981,127°01′33″E,127.0259685,0.4654,290.684°
37°15′46″N,37.26264237,127°01′29″E,127.0247448,0.5543,281.229°
37°15′37″N,37.26020915,127°01′35″E,127.02647294,0.4233,247.395°
37°15′40″N,37.26124074,127°01′49″E,127.03033489,0.0685,225.537°
37°15′44″N,37.26208499,127°02′05″E,127.03470342,0.3409,82.256°
37°15′33″N,37.25917145,127°01′45″E,127.02928654,0.3121,206.995°
37°15′50″N,37.26390846,127°02′13″E,127.03687755,0.5857,64.868°
37°15′29″N,37.25791779,127°01′50″E,127.03067819,0.418,182.535°
37°15′48″N,37.26334867,127°01′50″E,127.03062072,0.188,352.796°
37°15′31″N,37.25851867,127°01′49″E,127.03034303,0.354,187.818°
37°15′40″N,37.26111309,127°02′12″E,127.03679702,0.5269,96.775°
37°15′43″N,37.26199134,127°01′29″E,127.02483424,0.537,273.794°
37°15′30″N,37.2582052,127°01′59″E,127.03324895,0.4386,151.531°
37°15′29″N,37.25806097,127°01′57″E,127.03260871,0.4296,159.219°
37°15′43″N,37.26198302,127°01′41″E,127.02807816,0.251,277.921°
37°15′58″N,37.26619163,127°01′54″E,127.03175404,0.5085,8.68°
37°15′54″N,37.26493099,127°02′10″E,127.03601023,0.5806,51.364°
37°15′25″N,37.25691625,127°01′45″E,127.02921915,0.5492,195.596°
37°15′27″N,37.25737912,127°01′59″E,127.03338613,0.5262,155.139°
37°15′36″N,37.25991297,127°01′28″E,127.02456479,0.5929,250.733°
37°15′36″N,37.25986797,127°02′07″E,127.03538847,0.4462,116.726°
37°15′24″N,37.25668707,127°01′44″E,127.0290277,0.5784,196.535°
37°15′32″N,37.25888702,127°02′01″E,127.03358622,0.3912,142.353°
37°15′54″N,37.26503106,127°02′01″E,127.03353625,0.4411,32.115°
37°15′46″N,37.26277292,127°02′13″E,127.03684008,0.541,76.917°
37°15′33″N,37.25923622,127°02′04″E,127.03433706,0.4083,131.574°
37°15′57″N,37.2658691,127°01′39″E,127.02754671,0.5526,327.651°
37°15′46″N,37.26278054,127°01′54″E,127.03154526,0.1364,25.295°
37°15′31″N,37.25873181,127°01′34″E,127.02610826,0.5347,232.296°
37°15′29″N,37.25794236,127°01′51″E,127.03089913,0.4148,179.852°
37°15′29″N,37.25816993,127°01′51″E,127.03095763,0.3896,179.08°
37°15′34″N,37.25936604,127°02′13″E,127.03692409,0.5928,115.636°
37°15′34″N,37.25936541,127°01′30″E,127.02503131,0.5784,243.67°
37°15′42″N,37.26168169,127°01′59″E,127.03340544,0.2229,89.722°
37°15′40″N,37.26111238,127°02′13″E,127.0369858,0.5435,96.575°
37°15′36″N,37.26009276,127°01′47″E,127.02964518,0.2072,212.04°
37°15′52″N,37.26450352,127°01′44″E,127.02889326,0.361,330.735°
37°15′51″N,37.26427523,127°01′52″E,127.03105403,0.2899,2.923°
37°15′53″N,37.2648506,127°02′08″E,127.0355497,0.5435,49.416°
37°15′49″N,37.26366013,127°01′43″E,127.02848178,0.307,316.085°
37°15′49″N,37.26357681,127°01′48″E,127.02992372,0.2284,338.077°
37°15′48″N,37.26320666,127°01′47″E,127.02985389,0.1936,331.819°
37°15′48″N,37.26341013,127°02′13″E,127.03701203,0.5756,70.374°
37°15′56″N,37.26567057,127°01′55″E,127.03202582,0.456,12.771°
37°15′59″N,37.26670843,127°01′45″E,127.02927945,0.578,345.748°
37°15′45″N,37.26256168,127°02′01″E,127.03361817,0.2612,67.74°
37°15′28″N,37.25774704,127°02′08″E,127.03547366,0.5962,137.073°
37°15′49″N,37.26374185,127°02′12″E,127.03670203,0.5639,65.902°
37°15′36″N,37.26005669,127°01′59″E,127.03332758,0.281,129.746°
37°15′47″N,37.26294398,127°02′14″E,127.03720274,0.5767,75.797°
37°15′39″N,37.26089299,127°01′28″E,127.02439562,0.5811,261.427°
37°15′42″N,37.26178655,127°01′43″E,127.02848749,0.2128,273.433°
37°15′34″N,37.25943521,127°02′09″E,127.03589358,0.5083,119.306°
37°15′43″N,37.26192132,127°01′42″E,127.02828276,0.2322,276.86°
37°15′31″N,37.25861828,127°02′04″E,127.03430697,0.455,138.287°
37°15′33″N,37.25923172,127°01′41″E,127.02806976,0.3686,222.579°
37°15′25″N,37.25684191,127°01′59″E,127.03301405,0.5693,160.684°
37°15′27″N,37.25747814,127°02′05″E,127.03483078,0.5826,143.186°
37°15′59″N,37.2664056,127°01′52″E,127.03118312,0.5272,2.85°
37°15′47″N,37.26298782,127°01′43″E,127.02861238,0.2489,306.012°
37°15′58″N,37.26607567,127°01′43″E,127.02866773,0.5277,338.146°
37°15′59″N,37.26653509,127°01′45″E,127.02906348,0.5645,343.384°
37°15′25″N,37.25686083,127°01′48″E,127.02992685,0.5418,189.026°
37°15′51″N,37.26425858,127°01′52″E,127.03101704,0.2879,2.291°
37°15′39″N,37.26090265,127°01′37″E,127.02703256,0.3518,255.922°
37°15′44″N,37.26216161,127°02′13″E,127.03686153,0.5317,84.119°
37°15′49″N,37.26363637,127°02′06″E,127.03488335,0.4158,58.299°
37°15′55″N,37.26527588,127°01′34″E,127.02597796,0.5912,312.691°
37°15′44″N,37.26213403,127°01′51″E,127.03092258,0.0515,3.507°
37°15′33″N,37.25915271,127°01′30″E,127.02509441,0.5844,241.347°
37°15′50″N,37.26400491,127°01′49″E,127.03027354,0.2651,348.18°
37°15′38″N,37.26041843,127°02′04″E,127.03457991,0.3554,113.098°
37°15′29″N,37.25801367,127°01′34″E,127.02617702,0.5826,225.7°
37°15′44″N,37.26217789,127°01′35″E,127.02641957,0.3995,278.099°
37°15′26″N,37.2571207,127°01′52″E,127.03110905,0.5066,177.776°
37°15′45″N,37.26256671,127°02′04″E,127.03442069,0.3283,72.351°
37°15′34″N,37.25949112,127°01′57″E,127.03254712,0.2836,148.79°
37°15′30″N,37.25838661,127°02′05″E,127.0346214,0.4928,137.864°
37°15′27″N,37.25738299,127°01′45″E,127.02908008,0.5032,198.537°
37°15′49″N,37.26360545,127°01′45″E,127.02914611,0.2646,324.375°
37°15′27″N,37.25752027,127°01′39″E,127.02746267,0.5524,213.284°
37°15′54″N,37.26503688,127°01′43″E,127.02862632,0.4244,331.867°
37°15′31″N,37.25873092,127°01′37″E,127.02694705,0.4782,226.836°
37°15′47″N,37.26299677,127°01′34″E,127.02620334,0.44,289.566°
37°15′51″N,37.26425396,127°01′40″E,127.02788388,0.3913,317.211°
37°15′33″N,37.25903392,127°02′05″E,127.0347506,0.4506,130.625°
37°15′36″N,37.26013281,127°01′34″E,127.02622763,0.4466,247.46°
37°15′27″N,37.25758589,127°01′59″E,127.03296117,0.4902,158°
37°15′40″N,37.2609884,127°02′03″E,127.03407528,0.2923,105.077°
37°15′40″N,37.26117056,127°02′06″E,127.03495499,0.3644,98.803°
37°15′48″N,37.26340794,127°02′10″E,127.0362121,0.5094,67.724°
37°15′27″N,37.25751656,127°01′51″E,127.03083489,0.4622,180.572°
37°15′35″N,37.25961915,127°01′53″E,127.03148689,0.2344,166.907°
37°15′28″N,37.25778828,127°01′38″E,127.027337,0.5342,216.037°
37°15′29″N,37.25804871,127°02′06″E,127.0351221,0.5504,137.067°
37°15′28″N,37.25782261,127°01′55″E,127.03187509,0.437,168.453°
37°15′48″N,37.26322363,127°01′45″E,127.02918354,0.2292,318.855°
37°15′48″N,37.26331002,127°02′03″E,127.03419874,0.3452,58.139°
37°15′39″N,37.26075327,127°01′56″E,127.0320864,0.1474,133.903°
37°15′50″N,37.26380639,127°01′37″E,127.02698016,0.4195,304.469°
37°15′44″N,37.26229787,127°02′04″E,127.0343756,0.3166,77.296°
37°15′52″N,37.26450013,127°01′52″E,127.03123768,0.3161,5.636°
37°15′56″N,37.26559698,127°01′59″E,127.03311289,0.479,24.291°
37°15′56″N,37.26550772,127°01′42″E,127.02846763,0.4774,333.345°
37°15′48″N,37.26342821,127°02′01″E,127.03364935,0.313,51.38°
37°15′59″N,37.26669821,127°01′50″E,127.03044276,0.5604,355.977°
37°15′38″N,37.26051921,127°01′55″E,127.03180592,0.1518,147.608°
37°15′50″N,37.26378603,127°02′01″E,127.033749,0.3456,47.134°
37°15′52″N,37.26453389,127°02′11″E,127.03641413,0.5837,56.95°
37°15′51″N,37.26408023,127°01′31″E,127.02536448,0.5574,298.721°
37°15′26″N,37.2573459,127°02′05″E,127.03464914,0.5852,145.31°
37°15′34″N,37.25949949,127°02′09″E,127.03587905,0.5037,118.668°
37°15′33″N,37.25904433,127°01′59″E,127.03334185,0.3642,143.367°
37°15′49″N,37.26352343,127°02′05″E,127.03468942,0.3946,58.541°
37°15′47″N,37.2630201,127°01′46″E,127.0293584,0.202,317.936°
37°15′46″N,37.26264826,127°01′42″E,127.0283031,0.2532,295.396°
37°15′27″N,37.25747227,127°01′39″E,127.02753911,0.5532,212.395°
37°15′50″N,37.2639949,127°01′46″E,127.0293321,0.2927,331.955°
37°15′51″N,37.26417739,127°01′32″E,127.02556439,0.5474,300.603°
37°15′43″N,37.26191844,127°01′58″E,127.03270225,0.163,80.319°
37°15′28″N,37.25776292,127°01′58″E,127.03279842,0.4666,158.735°
37°15′47″N,37.26296699,127°01′36″E,127.02672996,0.3952,291.377°
37°15′53″N,37.26460323,127°01′57″E,127.03253205,0.3571,24.068°
37°15′50″N,37.26381641,127°01′39″E,127.0275145,0.3821,308.624°
37°15′49″N,37.26356662,127°01′33″E,127.02577086,0.4995,294.954°
37°15′45″N,37.26260569,127°01′55″E,127.03193937,0.1395,41.893°
37°15′46″N,37.26279355,127°01′50″E,127.03062528,0.1269,349.479°
37°15′59″N,37.26677752,127°01′52″E,127.03113333,0.5683,2.199°
37°15′38″N,37.26055667,127°01′42″E,127.02823225,0.2657,242.172°
37°15′41″N,37.26144743,127°01′50″E,127.0306893,0.0305,215.017°
37°15′23″N,37.25646468,127°01′53″E,127.03126146,0.5801,176.724°
37°15′59″N,37.26672334,127°01′59″E,127.03302644,0.5929,18.627°
37°15′34″N,37.25938935,127°01′32″E,127.02549403,0.5407,241.997°
37°15′47″N,37.2629305,127°01′59″E,127.03305439,0.2375,53.886°
37°15′44″N,37.26215954,127°01′35″E,127.02632369,0.4076,277.647°
37°15′44″N,37.26214912,127°01′43″E,127.02866358,0.2039,285.09°
37°15′49″N,37.26349783,127°02′02″E,127.0338284,0.3302,52.047°
37°15′51″N,37.26423279,127°01′35″E,127.02646419,0.4842,306.037°
37°15′28″N,37.25786368,127°02′03″E,127.03404241,0.5074,146.596°
37°15′43″N,37.26191503,127°02′06″E,127.03491248,0.3574,85.661°
37°15′38″N,37.26059179,127°02′05″E,127.03478423,0.3653,109.2°
37°15′41″N,37.26140841,127°01′53″E,127.03138869,0.0532,123.431°
37°15′36″N,37.25991825,127°01′56″E,127.03230078,0.2318,147.315°
37°15′31″N,37.25853696,127°01′39″E,127.02754782,0.4571,220.29°
37°15′30″N,37.25837991,127°01′52″E,127.03099208,0.3663,178.545°
37°15′54″N,37.26489457,127°01′43″E,127.0287396,0.4057,332.062°
37°15′37″N,37.26022304,127°01′46″E,127.02950677,0.2022,217.167°
37°15′51″N,37.26424525,127°01′34″E,127.02601126,0.5179,303.551°
37°15′48″N,37.26336499,127°01′32″E,127.02543074,0.5184,291.301°
37°15′52″N,37.2645051,127°01′51″E,127.03078778,0.3152,358.403°
37°15′44″N,37.26227558,127°01′58″E,127.03279808,0.182,68.354°
37°15′34″N,37.25958288,127°01′34″E,127.02612358,0.4815,241.145°
37°15′26″N,37.25709894,127°02′01″E,127.0336663,0.565,154.185°
37°15′42″N,37.26171712,127°01′56″E,127.03209858,0.1074,87.321°
37°15′42″N,37.261772,127°01′34″E,127.02601033,0.4318,271.477°
37°15′33″N,37.25929834,127°01′53″E,127.03152137,0.2699,167.992°
37°15′27″N,37.25757002,127°01′49″E,127.03032157,0.459,186.261°
37°15′36″N,37.26001522,127°01′45″E,127.02922982,0.2355,218.523°
37°15′29″N,37.25802454,127°01′59″E,127.03320538,0.4547,153.165°
37°15′47″N,37.26297953,127°01′43″E,127.02871268,0.2412,307.075°
37°15′31″N,37.25871952,127°01′50″E,127.03047074,0.3305,186.403°
37°15′47″N,37.26301534,127°02′08″E,127.03565276,0.4476,70.496°
37°15′52″N,37.26436187,127°01′59″E,127.03301494,0.3535,32.194°
37°15′54″N,37.265046,127°02′02″E,127.03389682,0.4602,35.372°
37°15′43″N,37.26197834,127°01′41″E,127.02807713,0.2511,277.801°
37°15′59″N,37.26634312,127°02′03″E,127.03425282,0.5989,29.831°
37°15′49″N,37.26364215,127°01′49″E,127.0301697,0.2281,343.841°
37°15′53″N,37.26468335,127°01′33″E,127.02597132,0.5491,307.588°
37°15′33″N,37.25921819,127°01′46″E,127.02949933,0.2993,204.232°
37°15′37″N,37.26040964,127°02′11″E,127.03643734,0.511,105.946°
37°15′54″N,37.26506587,127°02′08″E,127.03558168,0.5614,47.748°
37°15′30″N,37.25846966,127°02′10″E,127.03613032,0.5851,127.5°
37°15′50″N,37.26383595,127°01′30″E,127.0248808,0.5836,294.358°
37°15′26″N,37.25713604,127°02′02″E,127.03390848,0.571,152.068°
37°15′56″N,37.26568292,127°02′04″E,127.03448909,0.5484,35.554°
37°15′54″N,37.26502607,127°02′04″E,127.03434394,0.4825,39.36°
37°15′41″N,37.26138357,127°02′08″E,127.03548179,0.408,94.508°
37°15′51″N,37.26412301,127°01′35″E,127.026294,0.4895,303.844°
37°15′37″N,37.26032011,127°01′51″E,127.03088233,0.1504,180.158°
37°15′43″N,37.26190329,127°01′54″E,127.03159814,0.068,67.773°
37°15′41″N,37.2614587,127°02′13″E,127.03685397,0.5287,92.57°
37°15′37″N,37.26029827,127°01′53″E,127.03138018,0.1589,164.054°
37°15′41″N,37.26133617,127°01′53″E,127.03128125,0.0511,136.944°
37°15′38″N,37.26059199,127°02′15″E,127.03748346,0.5962,101.622°
37°15′43″N,37.26198661,127°02′02″E,127.03375945,0.2567,82.164°
37°15′40″N,37.26106075,127°01′52″E,127.03108412,0.0702,165.605°
37°15′35″N,37.2598374,127°01′54″E,127.03163514,0.2145,162.019°
37°15′30″N,37.25835635,127°01′56″E,127.03217253,0.3859,162.85°
37°15′44″N,37.2622172,127°02′13″E,127.0369276,0.5382,83.528°
37°15′47″N,37.26318224,127°01′42″E,127.02826796,0.2863,305.926°
37°15′26″N,37.2573214,127°02′04″E,127.03431582,0.5712,147.9°
37°15′49″N,37.26359212,127°01′47″E,127.02963646,0.2406,332.601°
37°15′54″N,37.26498383,127°02′07″E,127.03518349,0.5295,45.914°
37°15′27″N,37.25736887,127°01′46″E,127.02946999,0.4948,194.687°
37°15′49″N,37.26363138,127°01′40″E,127.02779404,0.3499,308.52°
37°15′30″N,37.25835046,127°01′53″E,127.0313652,0.3719,173.463°
37°15′48″N,37.26326232,127°01′34″E,127.02621933,0.4495,293.177°
37°15′30″N,37.25837091,127°01′56″E,127.03210768,0.3827,163.6°
37°15′43″N,37.26197855,127°02′06″E,127.03507758,0.3725,84.747°
37°15′36″N,37.25991249,127°01′51″E,127.03094733,0.1958,178.437°
37°15′40″N,37.26118709,127°01′49″E,127.03027615,0.0764,225.074°
37°15′31″N,37.25855192,127°01′41″E,127.02812413,0.4246,215.176°
37°15′42″N,37.26161627,127°02′03″E,127.03419735,0.2931,91.211°
37°15′31″N,37.25866885,127°01′44″E,127.0289225,0.3766,207.503°
37°15′24″N,37.25656696,127°01′58″E,127.03274762,0.5912,163.823°
37°15′49″N,37.26351373,127°02′11″E,127.03645896,0.5341,67.445°
37°15′54″N,37.2649861,127°02′02″E,127.03385974,0.4529,35.522°
37°15′27″N,37.25746306,127°01′54″E,127.03175181,0.4744,170.712°
37°15′37″N,37.26029323,127°01′57″E,127.0325429,0.2121,136.292°
37°15′41″N,37.26149992,127°01′57″E,127.03254029,0.1476,97.45°
37°15′46″N,37.26284999,127°01′59″E,127.03315346,0.2396,56.852°
37°15′40″N,37.26105243,127°01′42″E,127.02843423,0.2278,252.392°
37°15′47″N,37.26304289,127°01′59″E,127.03305314,0.245,51.508°
37°15′30″N,37.25826551,127°01′52″E,127.03114707,0.3796,176.523°
37°15′36″N,37.25994562,127°01′33″E,127.02579464,0.49,246.93°
37°15′44″N,37.26219403,127°01′49″E,127.03035009,0.075,320.698°
37°15′49″N,37.26357041,127°01′38″E,127.02719946,0.3888,302.898°
37°15′33″N,37.25917387,127°01′33″E,127.02584828,0.5255,238.081°
37°15′35″N,37.25980268,127°01′34″E,127.02606493,0.4748,244.032°
37°15′32″N,37.25879509,127°02′07″E,127.03518223,0.497,130.081°
37°15′38″N,37.26055292,127°02′12″E,127.0366444,0.5246,103.722°
37°15′48″N,37.26335689,127°01′40″E,127.02774943,0.3351,304.01°
37°15′28″N,37.25764595,127°01′57″E,127.03243173,0.4682,163.018°
37°15′36″N,37.25995159,127°01′55″E,127.03198629,0.2147,153.044°
37°15′27″N,37.25753993,127°01′47″E,127.02976668,0.4702,192.178°
37°15′41″N,37.26143643,127°01′35″E,127.02637535,0.4002,266.248°
37°15′57″N,37.26584823,127°01′49″E,127.03015253,0.469,352.033°
37°15′36″N,37.26008861,127°01′59″E,127.03311528,0.2644,131.759°
37°15′46″N,37.26281116,127°02′10″E,127.03607253,0.4762,74.568°
37°15′51″N,37.26428418,127°01′50″E,127.0306085,0.2916,355.15°
37°15′55″N,37.26530409,127°01′49″E,127.03026137,0.4078,352.194°
37°15′51″N,37.26411313,127°02′11″E,127.03640006,0.5585,60.908°
37°15′32″N,37.25899163,127°01′59″E,127.03310926,0.3572,146.58°
37°15′30″N,37.25846239,127°01′34″E,127.02604275,0.558,230.225°
37°15′26″N,37.2571566,127°01′57″E,127.03249677,0.5221,164.159°
37°15′40″N,37.26118902,127°01′34″E,127.02610839,0.4264,262.764°
37°15′29″N,37.25793331,127°01′42″E,127.0283805,0.4713,208.085°
37°15′51″N,37.26408797,127°01′57″E,127.03248181,0.3035,27.715°
37°15′54″N,37.26501096,127°01′47″E,127.02982576,0.3831,345.805°
37°15′28″N,37.2577208,127°01′56″E,127.03211655,0.4528,166.089°
37°15′38″N,37.26059276,127°02′13″E,127.03686761,0.5429,102.773°
37°15′29″N,37.25809753,127°01′55″E,127.03207984,0.4114,165.125°
37°15′37″N,37.26040529,127°02′07″E,127.03535485,0.4199,109.606°
37°15′40″N,37.26115564,127°02′14″E,127.03713433,0.556,95.927°
37°15′30″N,37.25844282,127°01′34″E,127.0262196,0.5475,229.002°
37°15′49″N,37.26361606,127°01′50″E,127.03046749,0.2194,350.255°
37°15′31″N,37.2586935,127°01′37″E,127.02702901,0.4758,225.873°
37°15′48″N,37.26338295,127°01′30″E,127.02513583,0.5435,290.497°
37°15′32″N,37.25902735,127°01′30″E,127.0251165,0.5895,240.067°
37°15′42″N,37.26166762,127°01′55″E,127.03193395,0.0927,90.301°
37°15′38″N,37.26067331,127°01′59″E,127.03304524,0.221,120.173°
37°15′50″N,37.26381708,127°02′02″E,127.03393505,0.3602,48.514°
37°15′49″N,37.26352281,127°02′01″E,127.03355842,0.3135,48.959°
37°15′30″N,37.25829596,127°01′59″E,127.03341016,0.4369,149.254°
37°15′45″N,37.26262547,127°02′05″E,127.03482281,0.3642,73.069°
37°15′49″N,37.26353288,127°01′38″E,127.02710963,0.3933,301.758°
37°15′38″N,37.26050578,127°02′08″E,127.03541879,0.4216,107.917°
37°15′50″N,37.26381374,127°02′06″E,127.03494146,0.4308,56.425°
37°15′36″N,37.26007583,127°01′37″E,127.02696359,0.3901,242.927°
37°15′25″N,37.25687027,127°01′56″E,127.03224307,0.5474,167.332°
37°15′44″N,37.26213348,127°02′12″E,127.03677112,0.5234,84.37°
37°15′31″N,37.25860563,127°01′45″E,127.02929354,0.3691,202.47°
37°15′57″N,37.26571821,127°02′05″E,127.03481127,0.5685,37.662°
37°15′59″N,37.26639005,127°01′57″E,127.03241948,0.542,14.493°
37°15′25″N,37.25691365,127°01′59″E,127.03341347,0.5746,157.091°
37°15′59″N,37.26641266,127°01′57″E,127.03240297,0.5441,14.278°
37°15′43″N,37.26190934,127°01′56″E,127.03208648,0.1094,76.038°
37°15′52″N,37.26453347,127°01′56″E,127.03215634,0.3375,19.445°
37°15′55″N,37.26524397,127°01′33″E,127.02592602,0.5922,312.137°
37°15′44″N,37.26235562,127°01′55″E,127.03206271,0.1289,53.848°
37°15′36″N,37.26002401,127°02′13″E,127.03685185,0.5589,109.142°
37°15′36″N,37.25992552,127°01′52″E,127.03097768,0.1944,177.634°
37°15′47″N,37.26310162,127°01′30″E,127.02506847,0.5391,287.158°
37°15′41″N,37.26146093,127°02′06″E,127.03491716,0.3575,93.764°
37°15′32″N,37.25884472,127°01′32″E,127.02553053,0.569,236.45°
37°15′29″N,37.25807465,127°02′03″E,127.03420964,0.4966,143.679°
37°15′43″N,37.26182129,127°02′14″E,127.03714383,0.5541,88.281°
37°15′46″N,37.26268501,127°02′11″E,127.0363822,0.4993,76.957°
37°15′58″N,37.26610698,127°01′43″E,127.02847475,0.5375,336.594°
37°15′26″N,37.25717899,127°01′39″E,127.02760915,0.5779,210.142°
37°15′47″N,37.2629811,127°01′45″E,127.02908787,0.2158,312.436°
37°15′48″N,37.26335028,127°01′54″E,127.03172034,0.2007,21.563°
37°15′54″N,37.26494419,127°01′47″E,127.02972378,0.3782,344.203°
37°15′27″N,37.25737659,127°01′52″E,127.03124175,0.4788,176.239°
37°15′46″N,37.26264279,127°01′30″E,127.02507214,0.5259,281.849°
37°15′50″N,37.26378731,127°02′08″E,127.03568285,0.4854,61.003°
37°15′58″N,37.26598824,127°02′04″E,127.03434061,0.5692,32.488°
37°15′32″N,37.25891907,127°01′52″E,127.03122695,0.3077,174.387°
37°15′32″N,37.25883619,127°01′59″E,127.03337535,0.3847,145.07°
37°15′36″N,37.25990113,127°01′45″E,127.02928819,0.2425,215.7°
37°15′24″N,37.25666937,127°01′44″E,127.02886251,0.5846,197.854°
37°15′51″N,37.2641163,127°02′02″E,127.03395612,0.3843,44.979°
37°15′38″N,37.26061059,127°02′10″E,127.03600034,0.4678,104.616°
37°15′34″N,37.25935192,127°01′29″E,127.0248327,0.5948,244.292°
37°15′57″N,37.26588228,127°01′52″E,127.03120637,0.4691,3.455°
37°15′29″N,37.25793314,127°01′49″E,127.03024473,0.4197,187.786°
37°15′31″N,37.25858552,127°02′11″E,127.03639136,0.5961,125.164°
37°15′55″N,37.26516935,127°01′44″E,127.0288039,0.4305,334.638°
37°15′25″N,37.25684943,127°01′45″E,127.02910404,0.5591,196.397°
37°15′48″N,37.26341165,127°01′46″E,127.02937819,0.2351,325.385°
37°15′52″N,37.26456313,127°02′11″E,127.03631898,0.5785,56.225°
37°15′40″N,37.26109456,127°01′59″E,127.03326063,0.2197,106.996°
37°15′26″N,37.2573483,127°01′47″E,127.02960616,0.4941,193.267°
37°15′38″N,37.26049648,127°01′55″E,127.03187632,0.1574,146.185°
37°15′36″N,37.26004904,127°01′42″E,127.02832538,0.2898,231.479°
37°15′52″N,37.26432653,127°01′48″E,127.02998763,0.3058,344.91°
37°15′56″N,37.2655032,127°02′02″E,127.0338454,0.5002,31.572°
37°15′53″N,37.26473322,127°01′58″E,127.03282106,0.3811,26.694°
37°15′24″N,37.25667335,127°01′53″E,127.0314762,0.5584,174.64°
37°15′35″N,37.25960089,127°02′05″E,127.03468856,0.4078,124.391°
37°15′59″N,37.2662652,127°01′40″E,127.02790333,0.5751,332.663°
37°15′44″N,37.2622847,127°02′11″E,127.03633398,0.487,81.954°
37°15′56″N,37.26555671,127°02′08″E,127.03555635,0.5979,43.728°
37°15′54″N,37.2649739,127°01′59″E,127.03345007,0.4317,31.706°
37°15′51″N,37.26425266,127°01′51″E,127.03087597,0.287,359.805°
37°15′53″N,37.26477795,127°01′53″E,127.03136998,0.3481,7.055°
37°15′46″N,37.26289302,127°01′59″E,127.03311413,0.2394,55.438°
37°16′01″N,37.26681663,127°01′49″E,127.03017203,0.5757,353.689°
37°15′36″N,37.26002408,127°01′58″E,127.03263988,0.2402,139.749°
37°15′33″N,37.25903103,127°01′43″E,127.02861392,0.3561,214.413°
37°15′45″N,37.26243924,127°02′11″E,127.0364892,0.5032,80.235°
37°15′59″N,37.26638512,127°01′41″E,127.02815297,0.5774,335.22°
37°15′32″N,37.25879434,127°01′54″E,127.03164119,0.327,168.217°
37°15′56″N,37.26554075,127°01′55″E,127.03182397,0.4382,10.91°
37°15′25″N,37.25689609,127°01′42″E,127.02831625,0.5779,203.192°
37°15′34″N,37.25952477,127°01′32″E,127.02552052,0.5317,243.312°
37°15′34″N,37.25947503,127°01′59″E,127.03298544,0.307,142.757°
37°15′37″N,37.26017405,127°01′42″E,127.02833116,0.281,233.633°
37°15′53″N,37.2647839,127°02′08″E,127.03554674,0.5385,49.998°
37°15′49″N,37.26355997,127°01′35″E,127.02627824,0.4588,297.237°
37°15′39″N,37.2609443,127°01′36″E,127.02658022,0.3897,258.015°
37°15′57″N,37.26596814,127°02′03″E,127.03412285,0.5571,30.939°
37°15′43″N,37.26201584,127°01′31″E,127.02520145,0.5047,274.347°
37°15′49″N,37.26354704,127°01′36″E,127.02676085,0.4206,299.727°
37°15′37″N,37.26015756,127°01′38″E,127.02717383,0.3694,242.868°
37°15′33″N,37.25921396,127°02′05″E,127.03473993,0.4371,128.714°
37°15′28″N,37.25774672,127°01′48″E,127.02988731,0.4455,191.459°
37°15′56″N,37.26566336,127°02′02″E,127.03389831,0.5178,30.981°
37°15′34″N,37.25930988,127°01′34″E,127.02606593,0.5012,238.385°
37°15′57″N,37.26592453,127°01′48″E,127.030075,0.4784,351.359°
37°15′32″N,37.25900876,127°02′07″E,127.03516385,0.4807,128.039°
37°15′53″N,37.26475437,127°01′37″E,127.02708309,0.4805,315.517°
37°15′52″N,37.26453011,127°01′51″E,127.03086622,0.3179,359.668°
37°15′47″N,37.26299958,127°02′11″E,127.03641892,0.5115,73.218°
37°15′50″N,37.26396402,127°02′11″E,127.03644658,0.5543,62.614°
37°15′31″N,37.25867986,127°01′47″E,127.0298503,0.3452,195.417°
37°15′47″N,37.26309348,127°01′28″E,127.02453909,0.5837,285.717°
37°15′55″N,37.26515499,127°01′34″E,127.02621736,0.5665,313.145°
37°15′44″N,37.26224229,127°02′12″E,127.03666957,0.5158,82.934°
37°15′34″N,37.25935844,127°01′59″E,127.0329617,0.3161,144.483°
37°15′54″N,37.26489635,127°01′56″E,127.03219188,0.3768,17.852°
37°15′29″N,37.25793113,127°02′03″E,127.03426451,0.5124,144.298°
37°15′55″N,37.2652867,127°01′55″E,127.03187331,0.4114,12.252°
37°15′40″N,37.26104274,127°01′59″E,127.03332175,0.2266,107.99°
37°15′53″N,37.26479085,127°01′51″E,127.03074142,0.3471,357.873°
37°15′49″N,37.26357116,127°01′33″E,127.0258491,0.4935,295.347°
37°16′01″N,37.26691464,127°01′51″E,127.03069515,0.5834,358.332°
37°15′53″N,37.26478176,127°01′46″E,127.02958015,0.3647,341.508°
37°15′42″N,37.26156859,127°01′51″E,127.03081594,0.0131,208.673°
37°15′35″N,37.25969631,127°01′52″E,127.03105091,0.2202,176.222°
37°15′48″N,37.2634052,127°01′53″E,127.031302,0.1962,10.789°
37°15′43″N,37.2619005,127°01′49″E,127.03036037,0.0531,298.599°
37°15′31″N,37.25860919,127°02′11″E,127.03629458,0.5875,125.436°
37°15′31″N,37.25853603,127°01′47″E,127.02960646,0.3668,198.004°
37°15′36″N,37.26007887,127°01′28″E,127.02449285,0.5931,252.619°
